t,K,tau
0.04897445402349069,1.0,132.39945445536372
0.05532047901164773,1.0,168.93469382217214
0.06642602274092255,1.0,243.56982821437626
0.04897445402349069,2.0,27.16022712045199
0.05532047901164773,2.0,66.36508424963282
0.06642602274092255,2.0,221.37326708366862
0.04897445402349069,3.0,6.075128889485921
0.05532047901164773,3.0,26.071163098301565
0.06642602274092255,3.0,201.19947983949487
0.04897445402349069,4.0,2.6980047142795307
0.05532047901164773,4.0,10.241917600536318
0.06642602274092255,4.0,182.8641403893107
0.04897445402349069,5.0,1.3955411176739991
0.05532047901164773,5.0,4.023481719503779
0.06642602274092255,5.0,166.19961403401865
0.04897445402349069,6.0,0.7893132861216513
0.05532047901164773,6.0,1.580603261133191
0.06642602274092255,6.0,151.05380393873276
0.04897445402349069,7.0,0.47351711687859427
0.05532047901164773,7.0,0.6209312126503984
0.06642602274092255,7.0,137.28831521510193
0.04897445402349069,8.0,0.29604486506264194
0.05532047901164773,8.0,0.24715529648435297
0.06642602274092255,8.0,124.77718834266982
