sched,K,tau
t_opt,1,209.9160503486823
silver,1,122.06518548394082
t_opt,2,138.87998476296497
silver,2,41.0581953169362
t_opt,3,91.88267636302658
silver,3,16.979264686744628
t_opt,4,60.7893639658255
silver,4,11.156449441276568
t_opt,5,40.218095236472514
silver,5,9.159209682463631
t_opt,6,26.60818749902043
silver,6,2.5046913652046934
t_opt,7,17.60392533311189
silver,7,1.0601318841872556
t_opt,8,11.646713830651542
silver,8,1.890372124297794
