sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,mu,L,b_cmul,b_r,K,sched,t,seed
31.774292700417632,0.3596220016479492,3,820,301,16133,2,38,1576,3866,0.7477309703826904,15,8,3.0261713925295246,29.4063465917287,10,0.5,1,t_fixed,0.04897445402349069,5
40.54073857203727,0.33910202980041504,3,820,301,16133,2,38,1576,3866,0.7440168857574463,15,8,3.0261713925295246,29.4063465917287,10,0.5,1,t_fixed,0.05532047901164773,5
58.46715580050346,0.35042381286621094,3,820,301,16133,2,38,1576,3866,0.7425289154052734,15,8,3.0261713925295246,29.4063465917287,10,0.5,1,t_fixed,0.06642602274092255,5
2.055478493137856,1.290841817855835,8,1596,665,33801,2,38,3112,7898,1.5784809589385986,15,8,3.0261713925295246,29.4063465917287,10,0.5,2,t_fixed,0.04897445402349069,5
2.7629830028661493,1.2946360111236572,8,1596,665,33801,2,38,3112,7898,1.5432040691375732,15,8,3.0261713925295246,29.4063465917287,10,0.5,2,t_fixed,0.05532047901164773,5
8.356443786275294,1.19598388671875,8,1596,665,33801,2,38,3112,7898,1.5483171939849854,15,8,3.0261713925295246,29.4063465917287,10,0.5,2,t_fixed,0.06642602274092255,5
0.7086877349629348,3.2476089000701904,15,2628,1093,53005,2,38,5160,13338,2.6593730449676514,15,8,3.0261713925295246,29.4063465917287,10,0.5,3,t_fixed,0.04897445402349069,5
1.060446855100579,3.328809976577759,15,2628,1093,53005,2,38,5160,13338,2.6412429809570312,15,8,3.0261713925295246,29.4063465917287,10,0.5,3,t_fixed,0.05532047901164773,5
4.379253188965836,3.7471699714660645,15,2628,1093,53005,2,38,5160,13273,2.6806159019470215,15,8,3.0261713925295246,29.4063465917287,10,0.5,3,t_fixed,0.06642602274092255,5
0.32376233173672797,6.121234893798828,24,3916,1585,73745,2,38,7720,20186,4.116405963897705,15,8,3.0261713925295246,29.4063465917287,10,0.5,4,t_fixed,0.04897445402349069,5
0.42248101745951044,5.6297149658203125,24,3916,1585,73745,2,38,7720,20186,4.054862976074219,15,8,3.0261713925295246,29.4063465917287,10,0.5,4,t_fixed,0.05532047901164773,5
3.1647541681742446,5.871027946472168,24,3916,1585,73745,2,38,7720,20039,4.034259080886841,15,8,3.0261713925295246,29.4063465917287,10,0.5,4,t_fixed,0.06642602274092255,5
0.15662689114722778,8.603026866912842,35,5460,2141,96021,2,38,10792,28344,5.776607990264893,15,8,3.0261713925295246,29.4063465917287,10,0.5,5,t_fixed,0.04897445402349069,5
0.1887498254672526,8.676695108413696,35,5460,2141,96021,2,38,10792,28344,5.773530960083008,15,8,3.0261713925295246,29.4063465917287,10,0.5,5,t_fixed,0.05532047901164773,5
2.4203072139152275,9.485572099685669,35,5460,2141,96021,2,38,10792,28209,5.818318843841553,15,8,3.0261713925295246,29.4063465917287,10,0.5,5,t_fixed,0.06642602274092255,5
0.09706503160436913,9.711596965789795,48,7260,2761,119833,2,38,14376,37894,7.923614978790283,15,8,3.0261713925295246,29.4063465917287,10,0.5,6,t_fixed,0.04897445402349069,5
0.09445454193761704,11.52712893486023,48,7260,2761,119833,2,38,14376,37894,7.833184003829956,15,8,3.0261713925295246,29.4063465917287,10,0.5,6,t_fixed,0.05532047901164773,5
1.8861803480922714,9.754532098770142,48,7260,2761,119833,2,38,14376,37803,7.812600135803223,15,8,3.0261713925295246,29.4063465917287,10,0.5,6,t_fixed,0.06642602274092255,5
0.06437448321755368,13.089674949645996,63,9316,3445,145181,2,38,18472,48836,10.253941059112549,15,8,3.0261713925295246,29.4063465917287,10,0.5,7,t_fixed,0.04897445402349069,5
0.05338479783368818,15.851850032806396,63,9316,3445,145181,2,38,18472,48977,10.302219152450562,15,8,3.0261713925295246,29.4063465917287,10,0.5,7,t_fixed,0.05532047901164773,5
1.4844968102504592,15.528764009475708,63,9316,3445,145181,2,38,18472,48821,10.401446104049683,15,8,3.0261713925295246,29.4063465917287,10,0.5,7,t_fixed,0.06642602274092255,5
0.0277446429333882,14.173655986785889,80,11628,4193,172065,2,38,23080,61327,13.032892227172852,15,8,3.0261713925295246,29.4063465917287,10,0.5,8,t_fixed,0.04897445402349069,5
0.039625290375385674,19.380401849746704,80,11628,4193,172065,2,38,23080,61355,13.005812883377075,15,8,3.0261713925295246,29.4063465917287,10,0.5,8,t_fixed,0.05532047901164773,5
1.1472165014880065,16.326119899749756,80,11628,4193,172065,2,38,23080,61263,13.037822961807251,15,8,3.0261713925295246,29.4063465917287,10,0.5,8,t_fixed,0.06642602274092255,5
