sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,num_Au,num_Al,A_nnz,sdp_canontime,orig_m,orig_n,z_dim,K,warm_start
1.8118914683870697,152.17939795799998,14,990,607,8,1900,12110,1.014294147491455,1,2,6,1,False
,,14,990,607,8,1900,12458,1.024146318435669,1,2,6,1,True
