sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,z_dim,c_mul,K,init_type,seed
287.0031530434546,65.89498332585208,6,136,9316,5161,17,18380,1e-07,31.092907428741455,10,5,25,10,1,cs,1
234.63870625497253,71.26974376197904,6,136,9316,5161,17,18380,1e-07,30.910000801086426,10,5,25,10,1,heur,1
239.3441573981975,51.21658572391607,6,136,9316,5161,17,18380,1e-07,30.8129780292511,10,5,25,10,1,ws,1
15.666395853968254,470.17653063102625,15,211,22366,11551,17,44350,1e-07,82.72972917556763,10,5,25,10,2,cs,1
22.165131657949388,445.36600332101807,15,211,22366,11551,17,44350,1e-07,83.03133916854858,10,5,25,10,2,heur,1
25.179174707831947,370.2260270570405,15,211,22366,11551,17,44350,1e-07,82.72480845451355,10,5,25,10,2,ws,1
9.6151893360704,1350.321555318078,30,286,41041,19191,17,81570,1e-07,163.4792206287384,10,5,25,10,3,cs,1
13.59787084947996,1620.1644948429894,30,286,41041,19191,17,81570,1e-07,164.14695525169373,10,5,25,10,3,heur,1
14.59721322353279,1520.7988856139127,30,286,41041,19191,17,81570,1e-07,162.09513545036316,10,5,25,10,3,ws,1
5.909643166225237,4959.99588565086,51,361,65341,28081,17,130040,1e-07,274.22623801231384,10,5,25,10,4,cs,1
7.6901289274341025,5780.138760853093,51,361,65341,28081,17,130040,1e-07,273.301132440567,10,5,25,10,4,heur,1
7.456307703360011,5314.448723220034,51,361,65341,28081,17,130040,1e-07,280.9833354949951,10,5,25,10,4,ws,1
5.288359828030352,12099.262243349804,78,436,95266,38221,17,189760,1e-07,432.61418056488037,10,5,25,10,5,cs,1
4.3864295239659015,11994.598593202885,78,436,95266,38221,17,189760,1e-07,511.9163899421692,10,5,25,10,5,heur,1
2.295541894668929,12725.284312749049,78,436,95266,38221,17,189760,1e-07,443.8127555847168,10,5,25,10,5,ws,1
