sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,num_Au,num_Al,A_nnz,sdp_canontime,orig_m,orig_n,z_dim,K,warm_start
8.643578557764995,78.085218507,14,23436,14301,32,46488,294892,48.53524851799011,5,10,150,1,False
7.882760237311095,52.077788428,14,23436,14301,32,46488,302058,59.90636086463928,5,10,150,1,True
