type,K,sample_num,res
cs,1,10000,283.8651016484107
cs,2,10000,15.210957449502901
cs,3,10000,9.34783383478001
cs,4,10000,5.694597876071477
cs,5,10000,0.7506423799100983
heur,1,10000,231.55002047893362
heur,2,10000,21.507796405775714
heur,3,10000,13.198221444778405
heur,4,10000,7.285309642888776
heur,5,10000,0.7000715285053399
ws,1,10000,236.46610380914828
ws,2,10000,24.653731170210374
ws,3,10000,14.208432415963799
ws,4,10000,7.219258450232003
ws,5,10000,0.3687198869827298
