sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,sdp_canontime,orig_m,orig_n,z_dim,K,init_type
54.69559044890801,0.341916968987789,6,28,406,227,5,764,0.9973289966583252,2,1,5,1,cs
54.82811706497356,0.27217945898883045,6,28,406,227,5,764,0.9189953804016113,2,1,5,1,heur
50.10656745657643,0.2910593480337411,6,28,406,227,5,764,0.9148044586181641,2,1,5,1,ws
