type,sample_num,K,res
ws,116,2,18.890154485796053
heur,116,2,18.62457456383393
cs,116,3,6.2078246224805484
ws,116,3,6.861423203473347
heur,116,3,8.04019445562945
cs,116,4,4.294641459875325
ws,116,4,4.623933896853483
heur,116,4,5.5598560038315465
cs,116,5,1.819497254814106
ws,116,5,1.082762363869842
heur,116,5,1.9441071334186162
cs,117,1,206.5035414924944
ws,117,1,181.49656103081924
heur,117,1,171.7623444469226
cs,117,2,13.240488286056221
ws,117,2,18.825719366933146
heur,117,2,18.696153717469294
cs,117,3,5.971145828914841
ws,117,3,6.58625166061711
heur,117,3,7.784421562985527
cs,117,4,4.171101491569802
ws,117,4,4.529797056280051
heur,117,4,5.426905968426708
cs,117,5,1.769933107644742
ws,117,5,1.0285141007914758
heur,117,5,1.9427679555670712
cs,118,1,204.25858581011596
ws,118,1,179.29121706399528
heur,118,1,169.3070101526263
cs,118,2,12.980908026379506
ws,118,2,18.772183244813164
heur,118,2,18.346382499954412
cs,118,3,6.080720924559399
ws,118,3,6.620990789556195
heur,118,3,7.908053760861632
cs,118,4,4.223369892506711
ws,118,4,4.5553250629822415
heur,118,4,5.487212401528603
cs,118,5,1.8361175790906306
ws,118,5,1.1377088956420112
heur,118,5,2.0120024067333824
cs,119,1,208.44537027088666
ws,119,1,183.3561022327098
heur,119,1,173.67251361975974
cs,119,2,13.392036423055378
ws,119,2,19.193478750283692
heur,119,2,18.83201180884075
cs,119,3,6.280104820097201
ws,119,3,6.757439882589005
heur,119,3,8.094606937276605
cs,119,4,4.318836262783191
ws,119,4,4.614862122179869
heur,119,4,5.57649674553706
cs,119,5,1.870810180662649
ws,119,5,1.241149160713118
heur,119,5,2.065889219775979
cs,120,1,203.59829172069414
ws,120,1,178.91871066664788
heur,120,1,169.1452961832
cs,120,2,12.92081625188116
ws,120,2,18.443696324550107
heur,120,2,18.247290801759934
cs,120,3,5.315849816878918
ws,120,3,6.338451171466466
heur,120,3,7.053180851486906
cs,120,4,3.811637330551149
ws,120,4,4.256891870172943
heur,120,4,5.0179436931433745
cs,120,5,1.3651038147233787
ws,120,5,0.704156621126862
heur,120,5,1.466707465060812
cs,121,1,204.87345344948025
ws,121,1,179.82586193542264
heur,121,1,170.14457791962195
cs,121,2,12.95667249109677
ws,121,2,18.62744348439381
heur,121,2,18.330729748240675
cs,121,3,5.9997485771875025
ws,121,3,6.57030530131894
heur,121,3,7.815933642927886
cs,121,4,4.1764140140667445
ws,121,4,4.518324103152843
heur,121,4,5.433172374992533
cs,121,5,1.8074833563383992
ws,121,5,1.096378553395573
heur,121,5,1.982039585766906
cs,122,1,203.73491136877828
ws,122,1,179.1386761146209
heur,122,1,169.06881148540307
cs,122,2,12.550469494790244
ws,122,2,18.177099635807377
heur,122,2,17.79820950824211
cs,122,3,5.622978994567159
ws,122,3,6.385270821455825
heur,122,3,7.369580978165685
cs,122,4,4.0055897192096666
ws,122,4,4.405710232677288
heur,122,4,5.22504189818103
cs,122,5,1.7254096050951253
ws,122,5,0.8891791822686111
heur,122,5,1.8667143107149553
cs,123,1,204.98630107856815
ws,123,1,179.87850222694237
heur,123,1,170.209787546174
cs,123,2,12.791601430916078
ws,123,2,18.434164957281215
heur,123,2,18.141829585451344
cs,123,3,5.882331616115193
ws,123,3,6.490721954461575
heur,123,3,7.681718366874745
cs,123,4,4.117341363082391
ws,123,4,4.474992660802887
heur,123,4,5.36388195483999
cs,123,5,1.7822485014519043
ws,123,5,1.0375308771769371
heur,123,5,1.955741886153719
cs,124,1,206.26471500733842
ws,124,1,181.10027300720336
heur,124,1,171.30360517268232
cs,124,2,12.885280733848214
ws,124,2,18.476366634877756
heur,124,2,18.210636991918626
cs,124,3,5.822834587405985
ws,124,3,6.559856140178979
heur,124,3,7.602426697137242
cs,124,4,4.118280844464012
ws,124,4,4.508131947231425
heur,124,4,5.357791870484937
cs,124,5,1.7624221242938838
ws,124,5,0.9652147199365408
heur,124,5,1.9134596283791483
cs,125,1,204.76481756855088
ws,125,1,179.6259285268655
heur,125,1,169.96888667642241
cs,125,2,12.542439471059451
ws,125,2,18.16621009542475
heur,125,2,17.83076992579297
cs,125,3,5.7678921897163
ws,125,3,6.428847032831717
heur,125,3,7.548088870798294
cs,125,4,4.052877483112153
ws,125,4,4.417163749416152
heur,125,4,5.28778696362072
cs,125,5,1.767612277123879
ws,125,5,1.0045708410118364
heur,125,5,1.9365571459744042
cs,126,1,205.4044388771853
ws,126,1,180.13650999471548
heur,126,1,170.42537685897418
cs,126,2,12.334032163849
ws,126,2,17.962625529834312
heur,126,2,17.603406003702325
cs,126,3,5.619735358637127
ws,126,3,6.325472148236628
heur,126,3,7.380562606148121
cs,126,4,3.9899171456406815
ws,126,4,4.3775004270670195
heur,126,4,5.212832599212271
cs,126,5,1.74058149874047
ws,126,5,0.9276640005470184
heur,126,5,1.912131252891324
cs,127,1,211.23481506947584
ws,127,1,186.2743686365126
heur,127,1,176.44397662378822
cs,127,2,13.52163434394931
ws,127,2,19.04369023085652
heur,127,2,18.890281828653123
cs,127,3,5.636164212346691
ws,127,3,6.558083429374239
heur,127,3,7.418620918077522
cs,127,4,4.040694410731552
ws,127,4,4.487172117395194
heur,127,4,5.2673132394777005
cs,127,5,1.5078118929564148
ws,127,5,0.7899020561557031
heur,127,5,1.6329149302946042
cs,128,1,205.1529379842773
ws,128,1,180.0364454850951
heur,128,1,170.36928967165161
cs,128,2,12.871360100694094
ws,128,2,18.40640601613105
heur,128,2,18.26849440552829
cs,128,3,5.735467471819298
ws,128,3,6.405705143219612
heur,128,3,7.514621825059493
cs,128,4,4.034801841954921
ws,128,4,4.410730092375429
heur,128,4,5.268600434592522
cs,128,5,1.7209480661723482
ws,128,5,0.935275688912062
heur,128,5,1.8914049295065851
cs,129,1,201.84686860331377
ws,129,1,176.63112731712002
heur,129,1,166.99593994123737
cs,129,2,12.078676267914386
ws,129,2,17.648187413981802
heur,129,2,17.30128881126612
cs,129,3,5.489867332325915
ws,129,3,6.2157205815290055
heur,129,3,7.231202855739947
cs,129,4,3.9173693337967332
ws,129,4,4.31227225580982
heur,129,4,5.127679123421693
cs,129,5,1.720338073284943
ws,129,5,0.892814993612638
heur,129,5,1.890800244501974
cs,130,1,205.5686218925846
ws,130,1,180.5118017048749
heur,130,1,170.84946208583003
cs,130,2,13.10937002721253
ws,130,2,18.742034169147775
heur,130,2,18.52150901491089
cs,130,3,6.016858795395062
ws,130,3,6.61001139333454
heur,130,3,7.835944263079127
cs,130,4,4.191117300578401
ws,130,4,4.538576088512519
heur,130,4,5.450122689931408
cs,130,5,1.7991416795596942
ws,130,5,1.0813981275496243
heur,130,5,1.9733277477446909
cs,131,1,206.42604273730007
ws,131,1,181.63490839460695
heur,131,1,171.8240079522178
cs,131,2,12.703267705857987
ws,131,2,18.10066988631873
heur,131,2,17.8485171276577
cs,131,3,5.841272466409472
ws,131,3,6.856063574804039
heur,131,3,7.655273980986038
cs,131,4,4.066128389746246
ws,131,4,4.479266604755627
heur,131,4,5.298523671440669
cs,131,5,1.5819282809002868
ws,131,5,0.8343652371304655
heur,131,5,1.7014849829859133
cs,132,1,205.8667181801372
ws,132,1,180.89590278814043
heur,132,1,171.2330214261524
cs,132,2,13.246783702693415
ws,132,2,18.848730776304933
heur,132,2,18.698769784009937
cs,132,3,5.9921236142959735
ws,132,3,6.606062971417856
heur,132,3,7.808286179916862
cs,132,4,4.173202397589161
ws,132,4,4.522294627799027
heur,132,4,5.430188255319806
cs,132,5,1.775665142279998
ws,132,5,1.0466292456987596
heur,132,5,1.948648340406978
cs,133,1,206.82183027868658
ws,133,1,181.75298519774398
heur,133,1,171.87021152375308
cs,133,2,12.79973605890987
ws,133,2,18.567213677859765
heur,133,2,18.125609609960303
cs,133,3,6.023064274962033
ws,133,3,6.608176284234234
heur,133,3,7.8418433542295105
cs,133,4,4.208734169216867
ws,133,4,4.559338607092185
heur,133,4,5.468259996213738
cs,133,5,1.8370264429137424
ws,133,5,1.114493910950483
heur,133,5,2.013260780899178
cs,134,1,204.56195270396205
ws,134,1,179.47466246428294
heur,134,1,169.78134984867907
cs,134,2,12.81753428559699
ws,134,2,18.54750509154448
heur,134,2,18.146135158507025
cs,134,3,6.028976152417313
ws,134,3,6.576453423776252
heur,134,3,7.84861586288384
cs,134,4,4.186116096153253
ws,134,4,4.515598963450581
heur,134,4,5.444488500234241
cs,134,5,1.8328677326291751
ws,134,5,1.144856087836984
heur,134,5,2.0085426558582684
cs,135,1,205.60727493981432
ws,135,1,180.55854557224873
heur,135,1,170.85292961014287
cs,135,2,13.00107834340414
ws,135,2,18.67392510642328
heur,135,2,18.384761662082756
cs,135,3,6.009657714542411
ws,135,3,6.591620098557306
heur,135,3,7.827355827118394
cs,135,4,4.185396542446658
ws,135,4,4.529658734793371
heur,135,4,5.443355253494036
cs,135,5,1.8074880610754351
ws,135,5,1.0924766177864333
heur,135,5,1.9820783755818463
cs,136,1,206.34001880786835
ws,136,1,181.27003514113298
heur,136,1,171.57872728894583
cs,136,2,13.13814010225936
ws,136,2,18.80153788759913
heur,136,2,18.55985720466063
cs,136,3,6.009468829660621
ws,136,3,6.597331382887318
heur,136,3,7.827651621934733
cs,136,4,4.187325653160494
ws,136,4,4.535603839129064
heur,136,4,5.44580733849812
cs,136,5,1.7933036648013971
ws,136,5,1.066498425398979
heur,136,5,1.9672108647058884
cs,137,1,205.7433855770033
ws,137,1,180.5386073140741
heur,137,1,170.88209428335068
cs,137,2,13.227960716740956
ws,137,2,19.044405353055097
heur,137,2,18.6130476466521
cs,137,3,6.334044327012547
ws,137,3,6.807349440839658
heur,137,3,8.1693106986717
cs,137,4,4.358288161705099
ws,137,4,4.655652931310679
heur,137,4,5.628562714964456
cs,137,5,1.908955662731645
ws,137,5,1.3038669611138005
heur,137,5,2.0996922501675863
cs,138,1,205.80716686175847
ws,138,1,180.72252316408475
heur,138,1,171.0508020992818
cs,138,2,12.979878937425413
ws,138,2,18.61562817201873
heur,138,2,18.369501747525312
cs,138,3,5.943135420975219
ws,138,3,6.562768637992247
heur,138,3,7.751606033496675
cs,138,4,4.1556094457454655
ws,138,4,4.513415305294298
heur,138,4,5.408244661452838
cs,138,5,1.786591040005229
ws,138,5,1.0455365210689849
heur,138,5,1.9602938527000862
cs,139,1,205.44458917199327
ws,139,1,180.3096469464093
heur,139,1,170.7165717936609
cs,139,2,13.029578957450637
ws,139,2,18.723600260788768
heur,139,2,18.406728585836095
cs,139,3,6.091090987581565
ws,139,3,6.631468696649924
heur,139,3,7.9200200667660745
cs,139,4,4.223520675539618
ws,139,4,4.552252681376169
heur,139,4,5.4879916591232245
cs,139,5,1.8340072425132647
ws,139,5,1.1545470656637042
heur,139,5,2.00967441950855
cs,140,1,205.80579219749006
ws,140,1,180.75692379869395
heur,140,1,170.97922808552318
cs,140,2,13.166065683119829
ws,140,2,18.82571053436043
heur,140,2,18.594686669054283
cs,140,3,6.009512398248322
ws,140,3,6.613017095355819
heur,140,3,7.827793443285634
cs,140,4,4.192019103737938
ws,140,4,4.5446330035589275
heur,140,4,5.450882430442905
cs,140,5,1.7916292236546523
ws,140,5,1.058116471149635
heur,140,5,1.9655107033835395
cs,141,1,205.74831013097486
ws,141,1,180.77942482347967
heur,141,1,171.07748482614235
cs,141,2,13.223686105206895
ws,141,2,18.772205950252193
heur,141,2,18.68271626604821
cs,141,3,5.9234537581578435
ws,141,3,6.57392840134885
heur,141,3,7.730079687813251
cs,141,4,4.160132306155848
ws,141,4,4.535207356567678
heur,141,4,5.412701001084642
cs,141,5,1.758365351029167
ws,141,5,0.9939539630845312
heur,141,5,1.930788465179355
cs,142,1,206.79276415965782
ws,142,1,182.09697094363696
heur,142,1,172.25929238245277
cs,142,2,13.42971231836907
ws,142,2,19.00029402444928
heur,142,2,18.781802296771403
cs,142,3,6.582668942272439
ws,142,3,7.097643836583933
heur,142,3,8.43924661079577
cs,142,4,4.498641782276114
ws,142,4,4.810576535229295
heur,142,4,5.781359591427817
cs,142,5,2.1090632925247865
ws,142,5,1.443927604141294
heur,142,5,2.316102677554731
cs,143,1,208.1296311957091
ws,143,1,183.09401369505807
heur,143,1,173.41381935810884
cs,143,2,13.41710503488513
ws,143,2,19.092367898343753
heur,143,2,18.883533122516283
cs,143,3,6.178006199028749
ws,143,3,6.68279144768411
heur,143,3,8.011480108225191
cs,143,4,4.260500818011003
ws,143,4,4.570541766112054
heur,143,4,5.5277665463185075
cs,143,5,1.8260112936785444
ws,143,5,1.1700319645236068
heur,143,5,2.0046224109560953
cs,144,1,207.7778527684763
ws,144,1,182.8445396278463
heur,144,1,173.02780585160193
cs,144,2,13.429771000079585
ws,144,2,19.28247853939703
heur,144,2,18.83100397985472
cs,144,3,6.507366482848365
ws,144,3,6.98190203441707
heur,144,3,8.352325712686074
cs,144,4,4.466156419816287
ws,144,4,4.76608497725259
heur,144,4,5.7438010599310765
cs,144,5,1.9853355353461712
ws,144,5,1.4141104323105167
heur,144,5,2.186424007165416
cs,145,1,206.7221346543865
ws,145,1,181.64840118189318
heur,145,1,171.93134121167733
cs,145,2,12.85397563616551
ws,145,2,18.4757894313822
heur,145,2,18.157282045271447
cs,145,3,5.877361137177855
ws,145,3,6.577623966274521
heur,145,3,7.663837678074145
cs,145,4,4.132152226565731
ws,145,4,4.504014541504309
heur,145,4,5.37495973617726
cs,145,5,1.7810112369378568
ws,145,5,1.0148482497160316
heur,145,5,1.9314968634170022
cs,146,1,203.32737293481293
ws,146,1,178.274650135892
heur,146,1,168.687293490908
cs,146,2,13.468769261801896
ws,146,2,18.979899082672162
heur,146,2,18.822963896656123
cs,146,3,6.570145588919778
ws,146,3,7.1078978240713075
heur,146,3,8.426183401126393
cs,146,4,4.481233797858267
ws,146,4,4.802739492237016
heur,146,4,5.762083390116569
cs,146,5,2.1480489147968953
ws,146,5,1.4830841500015086
heur,146,5,2.3567725080432
cs,147,1,211.19647412886087
ws,147,1,186.31761366535986
heur,147,1,176.58382522761372
cs,147,2,14.130568170017307
ws,147,2,19.72739467454745
heur,147,2,19.680863348028907
cs,147,3,6.296793275482769
ws,147,3,6.793286749577939
heur,147,3,8.165806790368979
cs,147,4,4.372564314468501
ws,147,4,4.6841422553457805
heur,147,4,5.66140875362803
cs,147,5,1.8047319076702366
ws,147,5,1.1364622436018932
heur,147,5,1.9925725266155794
cs,148,1,204.92516243815822
ws,148,1,179.75079634721328
heur,148,1,170.15583581471236
cs,148,2,13.177369763664453
ws,148,2,18.752412928744103
heur,148,2,18.5288739658668
cs,148,3,6.382936351330284
ws,148,3,6.878172941248561
heur,148,3,8.209948018144992
cs,148,4,4.3853103239521145
ws,148,4,4.678501046634545
heur,148,4,5.651206646653637
cs,148,5,1.941924169261018
ws,148,5,1.2909624905342205
heur,148,5,2.1407059877897665
cs,149,1,205.90766501440623
ws,149,1,180.7262112509164
heur,149,1,171.19170625805697
cs,149,2,13.062084572428406
ws,149,2,18.699721557646072
heur,149,2,18.45743488574592
cs,149,3,6.019211692539589
ws,149,3,6.6091418222770235
heur,149,3,7.838399529956699
cs,149,4,4.178975640894533
ws,149,4,4.513175725663147
heur,149,4,5.437093646216975
cs,149,5,1.8039360928115673
ws,149,5,1.105309810750307
heur,149,5,1.9781586607527957
cs,150,1,205.78340155818483
ws,150,1,180.81439250431592
heur,150,1,170.9964569931735
cs,150,2,13.290127407055392
ws,150,2,18.829228115754386
heur,150,2,18.63556639665217
cs,150,3,6.2345847854297025
ws,150,3,6.854612862135619
heur,150,3,8.069845958460858
cs,150,4,4.324805589070262
ws,150,4,4.660805360678849
heur,150,4,5.59766781565697
cs,150,5,1.8694470769144307
ws,150,5,1.1379754906907396
heur,150,5,2.0202406950489737
cs,151,1,205.43339966761263
ws,151,1,180.37171836425495
heur,151,1,170.67037822076134
cs,151,2,12.986550857314304
ws,151,2,18.642872430950217
heur,151,2,18.374572367968145
cs,151,3,5.9685281667756795
ws,151,3,6.5578413809742875
heur,151,3,7.780536598790067
cs,151,4,4.163305484641963
ws,151,4,4.512981456460763
heur,151,4,5.417754373166813
cs,151,5,1.7934629050608548
ws,151,5,1.0654199998575618
heur,151,5,1.9674127440413176
cs,152,1,205.27656195288233
ws,152,1,180.26613353438185
heur,152,1,170.45076664118318
cs,152,2,12.095790734193297
ws,152,2,17.630960206137225
heur,152,2,17.245044771585174
cs,152,3,5.151337531137532
ws,152,3,6.054566851863136
heur,152,3,6.84334189959453
cs,152,4,3.7373658251148782
ws,152,4,4.1849986055755775
heur,152,4,4.939119480611243
cs,152,5,1.4860387071570373
ws,152,5,0.7122784357349949
heur,152,5,1.588507018258757
cs,153,1,206.14067331017463
ws,153,1,181.5357671247357
heur,153,1,171.57126545441366
cs,153,2,12.817085967841798
ws,153,2,18.328739341559952
heur,153,2,18.041486335429088
cs,153,3,5.7432448983578235
ws,153,3,6.676408413682159
heur,153,3,7.52822721009181
cs,153,4,4.061325080129709
ws,153,4,4.47424288479995
heur,153,4,5.290217207221377
cs,153,5,1.6380989935318138
ws,153,5,0.8672252064157564
heur,153,5,1.7601261293127226
cs,154,1,206.9273192017681
ws,154,1,181.6887031877268
heur,154,1,172.15495104591716
cs,154,2,13.46268995485276
ws,154,2,19.226001076887542
heur,154,2,18.9056233123398
cs,154,3,6.345555315441288
ws,154,3,6.844515094191384
heur,154,3,8.169385835664723
cs,154,4,4.360014331662351
ws,154,4,4.660960549392031
heur,154,4,5.623594161048308
cs,154,5,1.905101404110768
ws,154,5,1.298374292699516
heur,154,5,2.102003484627432
cs,155,1,207.0377439483881
ws,155,1,181.9315572823566
heur,155,1,172.32249782603157
cs,155,2,13.332658701524027
ws,155,2,19.079371551953976
heur,155,2,18.757927295957025
cs,155,3,6.270124980370224
ws,155,3,6.753954684680536
heur,155,3,8.08314383335416
cs,155,4,4.311310913196926
ws,155,4,4.6080781311000045
heur,155,4,5.567848486324808
cs,155,5,1.8745169047022467
ws,155,5,1.255979279097028
heur,155,5,2.069772728721609
cs,156,1,204.20017723072147
ws,156,1,179.05479525131364
heur,156,1,169.2908715216803
cs,156,2,13.22099047179125
ws,156,2,18.84249693543947
heur,156,2,18.553462665206766
cs,156,3,6.453023780972199
ws,156,3,6.948392659092247
heur,156,3,8.29122147126153
cs,156,4,4.418557419822673
ws,156,4,4.720695161375215
heur,156,4,5.689892097900808
cs,156,5,2.0338876037191738
ws,156,5,1.3741906289864692
heur,156,5,2.2372403249222126
cs,157,1,205.365901441637
ws,157,1,180.31748732769472
heur,157,1,170.66278003405125
cs,157,2,13.034434268334106
ws,157,2,18.636873846190355
heur,157,2,18.442748969115154
cs,157,3,5.9238205289774974
ws,157,3,6.529043589378837
heur,157,3,7.72982786838865
cs,157,4,4.132258018424261
ws,157,4,4.483605263380272
heur,157,4,5.382581074674618
cs,157,5,1.7709476529910007
ws,157,5,1.0360679032222408
heur,157,5,1.9437411451833873
cs,158,1,208.058554614904
ws,158,1,183.14912137731523
heur,158,1,173.37295081995128
cs,158,2,13.346625413127775
ws,158,2,18.812968121909304
heur,158,2,18.625684334712417
cs,158,3,6.286080830459762
ws,158,3,6.88078492021062
heur,158,3,8.121929013081743
cs,158,4,4.328563429364902
ws,158,4,4.634814640058274
heur,158,4,5.597361364769697
cs,158,5,1.8675260250616565
ws,158,5,1.1501306007665497
heur,158,5,1.9933408439609392
cs,159,1,207.74748744286373
ws,159,1,182.30513575218703
heur,159,1,172.73920083625958
cs,159,2,12.852911296909369
ws,159,2,18.394376331688115
heur,159,2,18.146971968995825
cs,159,3,5.72743190835662
ws,159,3,6.514177689508035
heur,159,3,7.487315849014067
cs,159,4,4.074816515848179
ws,159,4,4.480004848492546
heur,159,4,5.30404635972449
cs,159,5,1.7355260473756244
ws,159,5,0.9097523524220401
heur,159,5,1.8713968391964146
cs,160,1,204.92543280891476
ws,160,1,180.26575832747483
heur,160,1,170.23207299538487
cs,160,2,13.011379307583319
ws,160,2,18.55800415280356
heur,160,2,18.42840098537837
cs,160,3,5.779117874918205
ws,160,3,6.497303368896392
heur,160,3,7.562893891284494
cs,160,4,4.082734419944023
ws,160,4,4.473094184167609
heur,160,4,5.321523375721465
cs,160,5,1.72983337884182
ws,160,5,0.9261558167435318
heur,160,5,1.8975080119321694
cs,161,1,205.57566015257908
ws,161,1,180.52197346508854
heur,161,1,170.81983492952367
cs,161,2,13.02138242249302
ws,161,2,18.686192690026235
heur,161,2,18.41386592472315
cs,161,3,5.995169993196143
ws,161,3,6.5778993523322855
heur,161,3,7.8109643315886315
cs,161,4,4.177196611328856
ws,161,4,4.523480289363774
heur,161,4,5.4339717229535625
cs,161,5,1.7996760273533519
ws,161,5,1.0787777375587766
heur,161,5,1.9738928135132232
cs,162,1,210.52560006739083
ws,162,1,185.37055870954262
heur,162,1,175.52614395845922
cs,162,2,13.813611478743049
ws,162,2,19.53321339611738
heur,162,2,19.34651239013908
cs,162,3,6.401326997085704
ws,162,3,6.8986313285637335
heur,162,3,8.274798650657052
cs,162,4,4.431732752717347
ws,162,4,4.761597834092903
heur,162,4,5.726769675392769
cs,162,5,1.8750550518109654
ws,162,5,1.226910596164245
heur,162,5,2.0527799894450465
cs,163,1,206.5149878412019
ws,163,1,181.1715324369033
heur,163,1,171.64684261053944
cs,163,2,13.05981648464851
ws,163,2,18.520334994941983
heur,163,2,18.396933595125873
cs,163,3,5.691590595047053
ws,163,3,6.455071154775026
heur,163,3,7.444969360606554
cs,163,4,4.02596551562849
ws,163,4,4.421838721909154
heur,163,4,5.249644358333122
cs,163,5,1.6931925987112024
ws,163,5,0.8777079771453395
heur,163,5,1.8204341545662992
cs,164,1,204.34077705605924
ws,164,1,179.50476659172196
heur,164,1,169.6134431166929
cs,164,2,12.780740821033152
ws,164,2,18.359601530332544
heur,164,2,18.027606274671633
cs,164,3,5.61677537019054
ws,164,3,6.535749289490279
heur,164,3,7.378547184642999
cs,164,4,3.994219561522101
ws,164,4,4.409746191185777
heur,164,4,5.212255759353846
cs,164,5,1.6225923463304146
ws,164,5,0.8493668411798825
heur,164,5,1.744314455523099
cs,165,1,205.33234192922745
ws,165,1,180.41217435865735
heur,165,1,170.6798590561766
cs,165,2,12.995813932764747
ws,165,2,18.491170491450784
heur,165,2,18.34063240752941
cs,165,3,5.739345898136888
ws,165,3,6.473127994798079
heur,165,3,7.5036113352034555
cs,165,4,4.049372907088533
ws,165,4,4.436449466607863
heur,165,4,5.278818429565443
cs,165,5,1.7149001180241845
ws,165,5,0.9155902352673169
heur,165,5,1.8543075061290921
cs,166,1,205.50663731425075
ws,166,1,180.52973776959357
heur,166,1,170.8050637888332
cs,166,2,13.034997278987474
ws,166,2,18.857258583934968
heur,166,2,18.372443078764707
cs,166,3,6.30202431231739
ws,166,3,6.7768154794488815
heur,166,3,8.153260514417898
cs,166,4,4.341441245879238
ws,166,4,4.64232098163745
heur,166,4,5.620134553876853
cs,166,5,1.917202596067653
ws,166,5,1.3131597695349078
heur,166,5,2.0991509634732446
cs,167,1,205.40973202901736
ws,167,1,180.55532265134428
heur,167,1,170.7387167705751
cs,167,2,13.021291572230808
ws,167,2,18.70305153288846
heur,167,2,18.41031390027101
cs,167,3,5.991720906549898
ws,167,3,6.589064732581677
heur,167,3,7.8069867795449985
cs,167,4,4.167660591302559
ws,167,4,4.506915244616305
heur,167,4,5.423588227261253
cs,167,5,1.798524852475693
ws,167,5,1.0825497437918539
heur,167,5,1.9725832440489126
cs,168,1,204.83071707945348
ws,168,1,179.78079107118867
heur,168,1,169.90896450869374
cs,168,2,12.619818363478629
ws,168,2,18.098232259469608
heur,168,2,17.99449690715482
cs,168,3,5.4647464513070245
ws,168,3,6.26351684551452
heur,168,3,7.2044076007270315
cs,168,4,3.9325281055844723
ws,168,4,4.347438013022648
heur,168,4,5.143569554575129
cs,168,5,1.6515553152037363
ws,168,5,0.8019079424986181
heur,168,5,1.8290297506981004
cs,169,1,208.11308984660658
ws,169,1,183.22064418413558
heur,169,1,173.6664251035803
cs,169,2,13.82543625124418
ws,169,2,19.66090462285199
heur,169,2,19.32313816414765
cs,169,3,6.509614094192242
ws,169,3,6.994279671050428
heur,169,3,8.358238019887184
cs,169,4,4.457179329101652
ws,169,4,4.774325464110468
heur,169,4,5.735527633606936
cs,169,5,2.0067568555769317
ws,169,5,1.4386138924623366
heur,169,5,2.208840857714905
cs,170,1,210.3711998125342
ws,170,1,185.33134271380024
heur,170,1,175.4464376334043
cs,170,2,13.36903969906576
ws,170,2,19.100333174032443
heur,170,2,18.844738471457518
cs,170,3,6.046481944942163
ws,170,3,6.696348822298339
heur,170,3,7.870539830574699
cs,170,4,4.240210478699595
ws,170,4,4.612286594194651
heur,170,4,5.504534568962323
cs,170,5,1.7911369117936162
ws,170,5,1.019275374526139
heur,170,5,1.9652338920666406
cs,171,1,204.05778715219654
ws,171,1,179.02107376828107
heur,171,1,169.33789422671342
cs,171,2,12.89050280724934
ws,171,2,18.625521213147398
heur,171,2,18.21951551021964
cs,171,3,6.12855724837476
ws,171,3,6.656218202030761
heur,171,3,7.962004988230166
cs,171,4,4.240251240307569
ws,171,4,4.557836713326725
heur,171,4,5.507129070382804
cs,171,5,1.8639865405429212
ws,171,5,1.2102308204119687
heur,171,5,2.0409792179955204
cs,172,1,203.20329739074805
ws,172,1,178.0368844427514
heur,172,1,168.4677739611056
cs,172,2,12.713468575968452
ws,172,2,18.13680071945739
heur,172,2,18.097337123306968
cs,172,3,5.561800625517493
ws,172,3,6.291469071477124
heur,172,3,7.315748825831507
cs,172,4,3.9387357179527536
ws,172,4,4.3319200250542
heur,172,4,5.15650666826329
cs,172,5,1.6757844223310094
ws,172,5,0.8608825925312591
heur,172,5,1.843927539239129
cs,173,1,204.1165922452016
ws,173,1,178.98670447003505
heur,173,1,169.11950091228005
cs,173,2,12.350687231451621
ws,173,2,17.94690792551017
heur,173,2,17.554282509390664
cs,173,3,5.541285652254507
ws,173,3,6.30591727904003
heur,173,3,7.274925223548708
cs,173,4,3.9524689044839585
ws,173,4,4.351682583250167
heur,173,4,5.163318745196111
cs,173,5,1.7143906752260218
ws,173,5,0.8769171384375235
heur,173,5,1.8536800568542557
cs,174,1,206.03082584827297
ws,174,1,180.71608477902421
heur,174,1,171.26805851832654
cs,174,2,12.829908899667194
ws,174,2,18.623588410753463
heur,174,2,18.14725654421612
cs,174,3,6.112638609286013
ws,174,3,6.5924723947086825
heur,174,3,7.943726274715403
cs,174,4,4.2187109176003865
ws,174,4,4.52377753421308
heur,174,4,5.483143350571911
cs,174,5,1.8622656697541995
ws,174,5,1.2183981033395894
heur,174,5,2.038935202206909
cs,175,1,204.9102503712949
ws,175,1,179.83301558806292
heur,175,1,170.11699280101823
cs,175,2,12.820970285134122
ws,175,2,18.46828318126642
heur,175,2,18.17985022605659
cs,175,3,5.878043574842581
ws,175,3,6.491569092115234
heur,175,3,7.676941884020236
cs,175,4,4.116026373685153
ws,175,4,4.47529753128881
heur,175,4,5.362344423414407
cs,175,5,1.7779432342482009
ws,175,5,1.0279211109512665
heur,175,5,1.9512331761987747
cs,176,1,207.00314998566415
ws,176,1,181.57891540124754
heur,176,1,171.9615811294467
cs,176,2,13.05454400965333
ws,176,2,18.476630746662252
heur,176,2,18.515603251722037
cs,176,3,5.597772663191971
ws,176,3,6.423903038557266
heur,176,3,7.356702720660896
cs,176,4,4.007628125101318
ws,176,4,4.434622860120518
heur,176,4,5.231815000819847
cs,176,5,1.671507140334546
ws,176,5,0.8123145276304078
heur,176,5,1.8383290023832695
cs,177,1,205.4704356870749
ws,177,1,180.31767308925416
heur,177,1,170.63711821037802
cs,177,2,12.822106132469031
ws,177,2,18.46114142014912
heur,177,2,18.181574732275585
cs,177,3,5.874486261617146
ws,177,3,6.5000986051334175
heur,177,3,7.67289043836073
cs,177,4,4.117905572683721
