sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,num_Au,num_Al,A_nnz,sdp_canontime,orig_m,orig_n,z_dim,K,warm_start
1.8678346171930087,8.034010526,14,990,607,8,1900,12110,2.3708465099334717,1,2,6,1,False
1.461410303797436,10.387242602,14,990,607,8,1900,12458,2.3976850509643555,1,2,6,1,True
