sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,mu,L,b_cmul,b_r,K,sched,t,seed
103.08822381184035,42.61766351107508,1,141,10011,41,2,19820,1e-07,18.009561777114868,60,40,20.000000000000085,99.99999999999987,20,1,1,silver,0.01414213562373097,1
94.04783127382004,39.81853590090759,1,141,10011,41,2,19820,1e-07,17.64996647834778,60,40,20.000000000000085,99.99999999999987,20,1,1,mu_silver,0.013507810593582139,1
11.5841806856267,134.7113890228793,2,181,16471,81,2,32740,1e-07,30.88455629348755,60,40,20.000000000000085,99.99999999999987,20,1,2,silver,0.020000000000000025,1
10.634771405060963,121.20412601111457,2,181,16471,81,2,32740,1e-07,33.626601457595825,60,40,20.000000000000085,99.99999999999987,20,1,2,mu_silver,0.017713243027566362,1
0.5454371710237265,238.6467775090132,3,221,24531,121,2,48860,1e-07,55.54312491416931,60,40,20.000000000000085,99.99999999999987,20,1,3,silver,0.01414213562373097,1
0.5638293599790742,219.05892820190638,3,221,24531,121,2,48860,1e-07,51.77206254005432,60,40,20.000000000000085,99.99999999999987,20,1,3,mu_silver,0.013507810593582139,1
0.5943077065014783,318.0365513849538,4,261,34191,161,2,68180,1e-07,75.7601408958435,60,40,20.000000000000085,99.99999999999987,20,1,4,silver,0.034142135623730994,1
0.4853101909867501,293.52106932597235,4,261,34191,161,2,68180,1e-07,76.15740609169006,60,40,20.000000000000085,99.99999999999987,20,1,4,mu_silver,0.02423206389676528,1
0.1247647310140394,375.87818225100636,5,301,45451,201,2,90700,1e-07,105.65578389167786,60,40,20.000000000000085,99.99999999999987,20,1,5,silver,0.01414213562373097,1
0.14561443872750424,335.7956770020537,5,301,45451,201,2,90700,1e-07,105.47460699081421,60,40,20.000000000000085,99.99999999999987,20,1,5,mu_silver,0.013507810593582139,1
0.11226952599914242,501.1335962479934,6,341,58311,241,2,116420,1e-07,141.1613736152649,60,40,20.000000000000085,99.99999999999987,20,1,6,silver,0.020000000000000025,1
0.14282964984814228,401.08760570711456,6,341,58311,241,2,116420,1e-07,141.48545694351196,60,40,20.000000000000085,99.99999999999987,20,1,6,mu_silver,0.017713243027566362,1
0.09811064477120013,614.2270848059561,7,381,72771,281,2,145340,1e-07,197.818598985672,60,40,20.000000000000085,99.99999999999987,20,1,7,silver,0.01414213562373097,1
0.09851218832000264,511.02122651715763,7,381,72771,281,2,145340,1e-07,198.14266157150269,60,40,20.000000000000085,99.99999999999987,20,1,7,mu_silver,0.013507810593582139,1
