sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,mu,L,b_cmul,b_r,K,sched,t,seed
88.06453814317409,67.97213544300757,1,141,10011,41,2,19780,1e-07,25.687881469726562,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,1,silver,0.014142135623731022,1
99.0927678094341,66.75453636306338,1,141,10011,41,2,19780,1e-07,25.431188344955444,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,1,fixed,0.015000000000000074,1
28.095908624043666,149.55458645289764,2,181,16471,81,2,32660,1e-07,44.22770881652832,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,2,silver,0.0200000000000001,1
14.22798508132721,154.541034265887,2,181,16471,81,2,32660,1e-07,43.56460475921631,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,2,fixed,0.015000000000000074,1
3.0065468404943516,267.4021066420246,3,221,24531,121,2,48740,1e-07,72.08179187774658,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,3,silver,0.014142135623731022,1
4.876819227356413,260.79252409609035,3,221,24531,121,2,48740,1e-07,72.32436203956604,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,3,fixed,0.015000000000000074,1
8.158057522463372,384.9098280360922,4,261,34191,161,2,68020,1e-07,105.76941204071045,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,4,silver,0.03414213562373112,1
2.022432631800795,383.92941878689453,4,261,34191,161,2,68020,1e-07,106.04963827133179,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,4,fixed,0.015000000000000074,1
0.20999023293961372,700.2166680190712,5,301,45451,201,2,90500,1e-07,145.84776306152344,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,5,silver,0.014142135623731022,1
0.9537047402149952,769.4931149738841,5,301,45451,201,2,90500,1e-07,142.87358975410461,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,5,fixed,0.015000000000000074,1
0.24635061009437287,669.7433261920232,6,341,58311,241,2,116180,1e-07,193.76742911338806,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,6,silver,0.0200000000000001,1
0.4915833105797649,1079.9780149159487,6,341,58311,241,2,116180,1e-07,194.76351952552795,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,6,fixed,0.015000000000000074,1
0.09451574262417495,1036.2859241960105,7,381,72771,281,2,145060,1e-07,264.66254353523254,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,7,silver,0.014142135623731022,1
0.2794448452179079,1045.4409553280566,7,381,72771,281,2,145060,1e-07,261.0921573638916,60,40,-1.0345771978030502e-14,99.9999999999995,30,0.5,7,fixed,0.015000000000000074,1
