sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,mu,L,b_r,K,t
2.7505660454914835,0.01858997344970703,3.0,120.0,46.0,553.0,2.0,13.0,216.0,506.0,0.10353493690490723,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,1.0,silver
5.216490298427168,0.016889095306396484,3.0,120.0,46.0,553.0,2.0,13.0,216.0,506.0,0.10302495956420898,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,1.0,0.12423045474472932
2.468439514419039,0.05517315864562988,8.0,231.0,100.0,1186.0,2.0,13.0,432.0,1052.0,0.2087860107421875,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,2.0,silver
2.0357413467487646,0.05338096618652344,8.0,231.0,100.0,1186.0,2.0,13.0,432.0,1052.0,0.20758295059204102,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,2.0,0.12423045474472932
0.7427680916327208,0.09125804901123047,15.0,378.0,163.0,1900.0,2.0,13.0,720.0,1790.0,0.3458559513092041,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,3.0,silver
1.241577473320124,0.09639215469360352,15.0,378.0,163.0,1900.0,2.0,13.0,720.0,1790.0,0.3627331256866455,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,3.0,0.12423045474472932
3.106137635443524,0.1724870204925537,24.0,561.0,235.0,2695.0,2.0,13.0,1080.0,2720.0,0.5214018821716309,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,4.0,silver
0.7730830210375927,0.16100716590881348,24.0,561.0,235.0,2695.0,2.0,13.0,1080.0,2720.0,0.5189487934112549,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,4.0,0.12423045474472932
0.2102504818217099,0.23090386390686035,35.0,780.0,316.0,3571.0,2.0,13.0,1512.0,3842.0,0.7270960807800293,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,5.0,silver
0.478643799449344,0.23317885398864746,35.0,780.0,316.0,3571.0,2.0,13.0,1512.0,3842.0,0.7575128078460693,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,5.0,0.12423045474472932
0.3018701768396568,0.38071298599243164,48.0,1035.0,406.0,4528.0,2.0,13.0,2016.0,5156.0,0.9941258430480957,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,6.0,silver
0.29669206441904805,0.3713810443878174,48.0,1035.0,406.0,4528.0,2.0,13.0,2016.0,5156.0,0.9766011238098145,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,6.0,0.12423045474472932
0.09226800388291423,0.34334397315979004,63.0,1326.0,505.0,5566.0,2.0,13.0,2592.0,6662.0,1.2514090538024902,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,7.0,silver
0.18412394636699503,0.3353588581085205,63.0,1326.0,505.0,5566.0,2.0,13.0,2592.0,6662.0,1.2529397010803223,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,7.0,0.12423045474472932
1.5575983004144547,0.5804619789123535,80.0,1653.0,613.0,6685.0,2.0,13.0,3240.0,8360.0,1.6069848537445068,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,8.0,silver
0.11463501113622954,0.5594148635864258,80.0,1653.0,613.0,6685.0,2.0,13.0,3240.0,8360.0,1.5706701278686523,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,8.0,0.12423045474472932
0.0046339451781705066,0.7003049850463867,99.0,2016.0,730.0,7885.0,2.0,13.0,3960.0,10250.0,1.9266669750213623,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,9.0,silver
0.0714990589312805,0.9425249099731445,99.0,2016.0,730.0,7885.0,2.0,13.0,3960.0,10250.0,1.9292819499969482,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,9.0,0.12423045474472932
0.006577603644643659,0.922515869140625,120.0,2415.0,856.0,9166.0,2.0,13.0,4752.0,12332.0,2.397559881210327,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,10.0,silver
0.04458625767286151,0.8678731918334961,120.0,2415.0,856.0,9166.0,2.0,13.0,4752.0,12332.0,2.394524097442627,5.0,3.0,0.4238074415647092,15.675304520229453,0.1,10.0,0.12423045474472932
