sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,mu,L,b_cmul,b_r,K,sched,t,seed
101.98067810263892,39.39494392508641,1,141,10011,41,2,19820,1e-07,11.860099077224731,60,40,20.000000000000085,99.99999999999987,20,0.5,1,silver,0.01414213562373097,1
93.02655412249047,40.32465007796418,1,141,10011,41,2,19820,1e-07,11.828887224197388,60,40,20.000000000000085,99.99999999999987,20,0.5,1,mu_silver,0.013507810593582139,1
11.426762213559641,134.6908814960625,2,181,16471,81,2,32740,1e-07,20.72362446784973,60,40,20.000000000000085,99.99999999999987,20,0.5,2,silver,0.020000000000000025,1
10.491398703996815,109.63247191498522,2,181,16471,81,2,32740,1e-07,21.04022216796875,60,40,20.000000000000085,99.99999999999987,20,0.5,2,mu_silver,0.017713243027566362,1
0.5302544551753119,184.52952180500142,3,221,24531,121,2,48860,1e-07,36.348981857299805,60,40,20.000000000000085,99.99999999999987,20,0.5,3,silver,0.01414213562373097,1
0.5354401783026059,174.3845462220488,3,221,24531,121,2,48860,1e-07,36.17226576805115,60,40,20.000000000000085,99.99999999999987,20,0.5,3,mu_silver,0.013507810593582139,1
0.5163299853009491,218.52039564505685,4,261,34191,161,2,68180,1e-07,49.984480142593384,60,40,20.000000000000085,99.99999999999987,20,0.5,4,silver,0.034142135623730994,1
0.4422995148450042,211.6580652029952,4,261,34191,161,2,68180,1e-07,49.975032806396484,60,40,20.000000000000085,99.99999999999987,20,0.5,4,mu_silver,0.02423206389676528,1
0.09663271978257093,304.8437215309823,5,301,45451,201,2,90700,1e-07,68.96181869506836,60,40,20.000000000000085,99.99999999999987,20,0.5,5,silver,0.01414213562373097,1
0.042722821464975524,214.17894872894976,5,301,45451,201,2,90700,1e-07,73.77455115318298,60,40,20.000000000000085,99.99999999999987,20,0.5,5,mu_silver,0.013507810593582139,1
0.07496452626405059,308.80585702799726,6,341,58311,241,2,116420,1e-07,94.89861583709717,60,40,20.000000000000085,99.99999999999987,20,0.5,6,silver,0.020000000000000025,1
0.05620314611806698,245.03408486803528,6,341,58311,241,2,116420,1e-07,87.12231087684631,60,40,20.000000000000085,99.99999999999987,20,0.5,6,mu_silver,0.017713243027566362,1
0.06014402117715889,355.13173510693014,7,381,72771,281,2,145340,1e-07,127.83272528648376,60,40,20.000000000000085,99.99999999999987,20,0.5,7,silver,0.01414213562373097,1
0.09872400502083067,282.646106674918,7,381,72771,281,2,145340,1e-07,125.25760889053345,60,40,20.000000000000085,99.99999999999987,20,0.5,7,mu_silver,0.013507810593582139,1
