sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,mu,L,b_r,K,t
9.63648609489214,0.09985709190368652,3.0,351.0,126.0,3506.0,2.0,25.0,660.0,1524.0,0.3140988349914551,10.0,5.0,1.757850067338638,22.31166433154214,0.25,1.0,silver
16.561098355590467,0.09821200370788574,3.0,351.0,126.0,3506.0,2.0,25.0,660.0,1524.0,0.30860328674316406,10.0,5.0,1.757850067338638,22.31166433154214,0.25,1.0,0.08309266098417836
7.749428175472957,0.2653839588165283,8.0,666.0,276.0,7411.0,2.0,25.0,1280.0,2988.0,0.62483811378479,10.0,5.0,1.757850067338638,22.31166433154214,0.25,2.0,silver
4.61335250601601,0.2719860076904297,8.0,666.0,276.0,7411.0,2.0,25.0,1280.0,2988.0,0.6213290691375732,10.0,5.0,1.757850067338638,22.31166433154214,0.25,2.0,0.08309266098417836
1.1028630040034173,0.9977991580963135,15.0,1081.0,451.0,11716.0,2.0,25.0,2100.0,4932.0,1.0473849773406982,10.0,5.0,1.757850067338638,22.31166433154214,0.25,3.0,silver
1.5674565793805968,0.9219801425933838,15.0,1081.0,451.0,11716.0,2.0,25.0,2100.0,4932.0,1.0733120441436768,10.0,5.0,1.757850067338638,22.31166433154214,0.25,3.0,0.08309266098417836
3.094940471077635,1.1819379329681396,24.0,1596.0,651.0,16421.0,2.0,25.0,3120.0,7356.0,1.5584678649902344,10.0,5.0,1.757850067338638,22.31166433154214,0.25,4.0,silver
0.5682070157525274,2.2282581329345703,24.0,1596.0,651.0,16421.0,2.0,25.0,3120.0,7356.0,1.5602548122406006,10.0,5.0,1.757850067338638,22.31166433154214,0.25,4.0,0.08309266098417836
0.07144072608849683,1.3206119537353516,35.0,2211.0,876.0,21526.0,2.0,25.0,4340.0,10392.0,2.2041919231414795,10.0,5.0,1.757850067338638,22.31166433154214,0.25,5.0,silver
0.21738561705767268,1.7055201530456543,35.0,2211.0,876.0,21526.0,2.0,25.0,4340.0,10331.0,2.1894772052764893,10.0,5.0,1.757850067338638,22.31166433154214,0.25,5.0,0.08309266098417836
0.07219968199845539,1.7088091373443604,48.0,2926.0,1126.0,27031.0,2.0,25.0,5760.0,13948.0,2.919656276702881,10.0,5.0,1.757850067338638,22.31166433154214,0.25,6.0,silver
0.10333115034457308,1.9207019805908203,48.0,2926.0,1126.0,27031.0,2.0,25.0,5760.0,13887.0,2.9397599697113037,10.0,5.0,1.757850067338638,22.31166433154214,0.25,6.0,0.08309266098417836
0.015912369524258452,3.2516350746154785,63.0,3741.0,1401.0,32936.0,2.0,25.0,7380.0,18024.0,3.861341953277588,10.0,5.0,1.757850067338638,22.31166433154214,0.25,7.0,silver
0.049712516157597975,2.467154026031494,63.0,3741.0,1401.0,32936.0,2.0,25.0,7380.0,17963.0,3.8330438137054443,10.0,5.0,1.757850067338638,22.31166433154214,0.25,7.0,0.08309266098417836
0.21925673222989417,3.6168689727783203,80.0,4656.0,1701.0,39241.0,2.0,25.0,9200.0,22529.0,4.927238941192627,10.0,5.0,1.757850067338638,22.31166433154214,0.25,8.0,silver
0.024016569796415865,4.3159120082855225,80.0,4656.0,1701.0,39241.0,2.0,25.0,9200.0,22559.0,4.827660083770752,10.0,5.0,1.757850067338638,22.31166433154214,0.25,8.0,0.08309266098417836
0.0035657019551393887,4.988910913467407,99.0,5671.0,2026.0,45946.0,2.0,25.0,11220.0,27645.0,5.959060192108154,10.0,5.0,1.757850067338638,22.31166433154214,0.25,9.0,silver
0.01098813063768489,4.673763990402222,99.0,5671.0,2026.0,45946.0,2.0,25.0,11220.0,27675.0,5.8980021476745605,10.0,5.0,1.757850067338638,22.31166433154214,0.25,9.0,0.08309266098417836
0.00012958882935265592,5.349159002304077,120.0,6786.0,2376.0,53051.0,2.0,25.0,13440.0,33281.0,7.150896787643433,10.0,5.0,1.757850067338638,22.31166433154214,0.25,10.0,silver
0.005076718455470086,7.291928052902222,120.0,6786.0,2376.0,53051.0,2.0,25.0,13440.0,33311.0,7.212409257888794,10.0,5.0,1.757850067338638,22.31166433154214,0.25,10.0,0.08309266098417836
