sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,mu,L,b_r,K,t
9.88354347645459,0.09601306915283203,3.0,351.0,126.0,3506.0,2.0,25.0,15.0,29.0,0.07188296318054199,10.0,5.0,1.757850067338638,22.31166433154214,0.5,1.0,silver
16.984157994139977,0.09656286239624023,3.0,351.0,126.0,3506.0,2.0,25.0,15.0,29.0,0.07672429084777832,10.0,5.0,1.757850067338638,22.31166433154214,0.5,1.0,0.08309266098417836
7.939508847130508,0.30014491081237793,8.0,666.0,276.0,7411.0,2.0,25.0,30.0,58.0,0.15589189529418945,10.0,5.0,1.757850067338638,22.31166433154214,0.5,2.0,silver
4.729829664062244,0.3053460121154785,8.0,666.0,276.0,7411.0,2.0,25.0,30.0,58.0,0.15420794486999512,10.0,5.0,1.757850067338638,22.31166433154214,0.5,2.0,0.08309266098417836
1.1324803639518208,0.6254861354827881,15.0,1081.0,451.0,11716.0,2.0,25.0,45.0,87.0,0.25173282623291016,10.0,5.0,1.757850067338638,22.31166433154214,0.5,3.0,silver
1.6160856856599253,0.6234891414642334,15.0,1081.0,451.0,11716.0,2.0,25.0,45.0,87.0,0.25266504287719727,10.0,5.0,1.757850067338638,22.31166433154214,0.5,3.0,0.08309266098417836
3.230655229514994,1.235550880432129,24.0,1596.0,651.0,16421.0,2.0,25.0,60.0,116.0,0.3683662414550781,10.0,5.0,1.757850067338638,22.31166433154214,0.5,4.0,silver
0.6349883462646062,1.6742360591888428,24.0,1596.0,651.0,16421.0,2.0,25.0,60.0,118.0,0.3954799175262451,10.0,5.0,1.757850067338638,22.31166433154214,0.5,4.0,0.08309266098417836
0.2675417994268372,1.8892529010772705,35.0,2211.0,876.0,21526.0,2.0,25.0,75.0,147.0,0.5148169994354248,10.0,5.0,1.757850067338638,22.31166433154214,0.5,5.0,silver
0.29942259139039606,1.7928919792175293,35.0,2211.0,876.0,21526.0,2.0,25.0,75.0,149.0,0.4936692714691162,10.0,5.0,1.757850067338638,22.31166433154214,0.5,5.0,0.08309266098417836
0.20587675410055795,1.8005011081695557,48.0,2926.0,1126.0,27031.0,2.0,25.0,90.0,178.0,0.6390480995178223,10.0,5.0,1.757850067338638,22.31166433154214,0.5,6.0,silver
0.1989370074952177,1.9245328903198242,48.0,2926.0,1126.0,27031.0,2.0,25.0,90.0,180.0,0.6691279411315918,10.0,5.0,1.757850067338638,22.31166433154214,0.5,6.0,0.08309266098417836
0.12172513365632653,2.3771770000457764,63.0,3741.0,1401.0,32936.0,2.0,25.0,105.0,209.0,0.7978348731994629,10.0,5.0,1.757850067338638,22.31166433154214,0.5,7.0,silver
0.15144082093154054,2.161801815032959,63.0,3741.0,1401.0,32936.0,2.0,25.0,105.0,211.0,0.8021860122680664,10.0,5.0,1.757850067338638,22.31166433154214,0.5,7.0,0.08309266098417836
1.3509036793358007,2.978945016860962,80.0,4656.0,1701.0,39241.0,2.0,25.0,120.0,240.0,0.9969182014465332,10.0,5.0,1.757850067338638,22.31166433154214,0.5,8.0,silver
0.12787112262557798,2.6991989612579346,80.0,4656.0,1701.0,39241.0,2.0,25.0,120.0,242.0,0.9921560287475586,10.0,5.0,1.757850067338638,22.31166433154214,0.5,8.0,0.08309266098417836
1.681756844731936,3.382194995880127,99.0,5671.0,2026.0,45946.0,2.0,25.0,135.0,271.0,1.1836738586425781,10.0,5.0,1.757850067338638,22.31166433154214,0.5,9.0,silver
0.12326135514940972,3.658677816390991,99.0,5671.0,2026.0,45946.0,2.0,25.0,135.0,273.0,1.179441213607788,10.0,5.0,1.757850067338638,22.31166433154214,0.5,9.0,0.08309266098417836
0.6450891752239443,4.310988903045654,120.0,6786.0,2376.0,53051.0,2.0,25.0,150.0,302.0,1.4368600845336914,10.0,5.0,1.757850067338638,22.31166433154214,0.5,10.0,silver
0.12168465776869652,4.163589954376221,120.0,6786.0,2376.0,53051.0,2.0,25.0,150.0,304.0,1.4016718864440918,10.0,5.0,1.757850067338638,22.31166433154214,0.5,10.0,0.08309266098417836
