glob_objval,glob_runtime,glob_bestbound,gap,orig_m,orig_n,b_cmul,b_r,K,t,alg,lambd,seed
2.2365903006755143,2.958348035812378,2.25775840682374,0.009464454058408572,10,15,10,0.25,1,0.04,ista,10,3
2.2365903006755143,3.2679269313812256,2.25775840682374,0.009464454058408572,10,15,10,0.25,1,0.04,fista,10,3
1.3019882295076792,3600.0393030643463,1.3422784258595488,0.030945131022501272,10,15,10,0.25,2,0.04,ista,10,3
1.3019882295076792,3600.0258898735046,1.3423860234641938,0.031027772018945337,10,15,10,0.25,2,0.04,fista,10,3
0.9137398331115731,3600.040218114853,1.0791344869617951,0.1810084751225093,10,15,10,0.25,3,0.04,ista,10,3
1.501175953154939,3600.04682803154,1.6550116129504284,0.10247676794461141,10,15,10,0.25,3,0.04,fista,10,3
