sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,primal_sol,sdp_canontime,orig_m,orig_n,b_r,K,t
0.6148429030213385,1.294968843460083,235,87,3828,1276,7366,3,16,2112,4318,"[[ 1.00154208e+02  9.98122380e+01  1.00193508e+02 ...  4.48536583e-01
  -3.20812456e+00  1.00018346e+01]
 [ 9.98122380e+01  1.00280767e+02  9.97348078e+01 ... -2.59042108e-01
  -3.72665434e+00  9.99750496e+00]
 [ 1.00193508e+02  9.97348078e+01  1.00252829e+02 ...  5.68848922e-01
  -3.10680184e+00  1.00018707e+01]
 ...
 [ 4.48536583e-01 -2.59042108e-01  5.68848922e-01 ...  8.38878327e-01
   7.02335357e-01  2.19933224e-02]
 [-3.20812456e+00 -3.72665434e+00 -3.10680184e+00 ...  7.02335357e-01
   8.14975862e-01 -3.35074450e-01]
 [ 1.00018346e+01  9.99750496e+00  1.00018707e+01 ...  2.19933224e-02
  -3.35074450e-01  1.00000000e+00]]",1.602020263671875,5,3,1,5,0.01
