glob_objval,glob_runtime,glob_bestbound,gap,orig_m,orig_n,b_cmul,b_r,K,t,alg,lambd,seed
0.4459954543718505,3600.0276539325714,1.177755355452705,1.6407339893440858,10,15,10,0.25,6,0.04,ista,10,3
