sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
3.7703964033893564,3.7843220233917236,17.0,91.0,4186.0,1516.0,44491.0,3.0,60.0,8230.0,19090.0,4.160767078399658,20.0,10.0,1.0,1.0,0.01
1.8553872828866815,17.549800157546997,49.0,141.0,10011.0,3631.0,96381.0,3.0,60.0,19820.0,47940.0,10.866308212280273,20.0,10.0,1.0,2.0,0.01
0.10569572573622299,41.959741830825806,96.0,191.0,18336.0,6346.0,155671.0,3.0,60.0,36410.0,89848.0,23.45674204826355,20.0,10.0,1.0,3.0,0.01
0.12114612238178468,83.23688101768494,158.0,241.0,29161.0,9661.0,222361.0,3.0,60.0,58000.0,144856.0,39.65209078788757,20.0,10.0,1.0,4.0,0.01
