sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
0.4671208401972524,667.676558971405,434.0,391.0,76636.0,23206.0,466831.0,3.0,60.0,152770.0,392118.0,131.96587681770325,20.0,10.0,1.0,7.0,0.01
