glob_objval,glob_runtime,glob_bestbound,gap,orig_m,orig_n,b_cmul,b_r,K,t,alg,lambd,seed
2.236600944125697,3.953824996948242,2.2573415527658653,0.009273271879206917,10,15,10,0.25,1,0.04,ista,10,3
2.236600944125697,3.670109987258911,2.2573415527658653,0.009273271879206917,10,15,10,0.25,1,0.04,fista,10,3
1.3019882295076775,3600.0093669891357,1.3376088396666876,0.02735862686906122,10,15,10,0.25,2,0.04,ista,10,3
