sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,b_cmul,b_r,K,t,alg,lambd
3.1125717140923976,8.454717117128894,8,96,4656,2176,2,9180,1e-08,10.939255714416504,20,15,10,0.5,1,0.01,ista,5
3.1132227170697497,20.72783250384964,14,126,8001,3211,3,15810,1e-08,18.613539218902588,20,15,10,0.5,1,0.01,fista,5
1.2277719851067534,39.23960711993277,23,156,12246,5251,2,24300,1e-08,30.332249879837036,20,15,10,0.5,2,0.01,ista,5
1.2278982435993129,113.57068901183084,41,201,20301,7771,3,40320,1e-08,55.04429745674133,20,15,10,0.5,2,0.01,fista,5
0.6168761913939292,111.24641288584098,46,216,23436,9226,2,46620,1e-08,65.3630063533783,20,15,10,0.5,3,0.01,ista,5
0.08933269585947556,365.4855456240475,83,276,38226,13681,3,76080,1e-08,112.71418404579163,20,15,10,0.5,3,0.01,fista,5
0.37718099003524785,180.14351622899994,77,276,38226,14101,2,76140,1e-08,114.04336023330688,20,15,10,0.5,4,0.01,ista,5
0.07966176489194732,828.0830353680067,140,351,61776,20941,3,123090,1e-08,194.2694308757782,20,15,10,0.5,4,0.01,fista,5
0.25945149623722963,325.74765747087076,116,336,56616,19876,2,112860,1e-08,177.4026198387146,20,15,10,0.5,5,0.01,ista,5
