sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
0.3200272250130225,202.4223449230194,235.0,291.0,42486.0,13576.0,296451.0,3.0,60.0,22000.0,50308.0,24.000468969345093,20.0,10.0,0.5,5.0,0.01
