sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,b_r
16.31482526310484,0.10361599922180176,3.0,351.0,126.0,3506.0,2.0,25.0,660.0,1524.0,0.3095128536224365,10.0,5.0,0.1
