sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,mu,L,b_r,b_c,K,t
0.3412011600004661,509.1678573768586,8.0,421.0,88831.0,321.0,2.0,177140.0,1e-07,255.87395405769348,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,8.0,0.010000000000000004
0.24773101895352667,577.8574854079634,8.0,421.0,88831.0,321.0,2.0,177140.0,1e-07,244.87346053123474,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,8.0,0.012500000000000004
0.17811677330340103,515.7582797850482,8.0,421.0,88831.0,321.0,2.0,177140.0,1e-07,245.847993850708,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,8.0,0.015000000000000005
0.13597098169400823,629.8465333580971,8.0,421.0,88831.0,321.0,2.0,177140.0,1e-07,246.1408817768097,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,8.0,0.017500000000000005
0.11344545899957836,683.9513502609916,8.0,421.0,88831.0,321.0,2.0,177140.0,1e-07,248.81639671325684,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,8.0,0.020000000000000007
0.2382586248556322,596.6000344920903,9.0,461.0,106491.0,361.0,2.0,212420.0,1e-07,308.99618005752563,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,9.0,0.010000000000000004
0.15607040751057255,631.9230207479559,9.0,461.0,106491.0,361.0,2.0,212420.0,1e-07,307.1956741809845,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,9.0,0.012500000000000004
0.12459966700128788,845.7589421139564,9.0,461.0,106491.0,361.0,2.0,212420.0,1e-07,306.45384311676025,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,9.0,0.015000000000000005
0.09139252628501993,910.2751237400807,9.0,461.0,106491.0,361.0,2.0,212420.0,1e-07,309.7880609035492,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,9.0,0.017500000000000005
0.2447747962963831,918.1409843571018,9.0,461.0,106491.0,361.0,2.0,212420.0,1e-07,310.04835057258606,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,9.0,0.020000000000000007
0.17290598014338343,764.6654634959996,10.0,501.0,125751.0,401.0,2.0,250900.0,1e-07,377.21871304512024,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,10.0,0.010000000000000004
0.12035047281458944,810.1766882860102,10.0,501.0,125751.0,401.0,2.0,250900.0,1e-07,380.1466693878174,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,10.0,0.012500000000000004
0.10259526232072247,1000.3036179239862,10.0,501.0,125751.0,401.0,2.0,250900.0,1e-07,373.2740819454193,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,10.0,0.015000000000000005
0.12563111662707271,1020.0301495529711,10.0,501.0,125751.0,401.0,2.0,250900.0,1e-07,381.30515933036804,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,10.0,0.017500000000000005
0.2513675606336214,1081.5196935140993,10.0,501.0,125751.0,401.0,2.0,250900.0,1e-07,382.93631982803345,60.0,40.0,3.963357932706921e-15,99.99999999999997,0.5,30.0,10.0,0.020000000000000007
