t,K,sample_num,resid
0.01,1.0,10000.0,65.48082272039882
0.01,2.0,10000.0,10.043114553621573
0.01,3.0,10000.0,2.1265711576341455
0.01,4.0,10000.0,0.5250361442535094
0.01,5.0,10000.0,0.1391143057124214
0.01,6.0,10000.0,0.0383632210062348
0.01,7.0,10000.0,0.0108700744965121
0.01,8.0,10000.0,0.0031455656947561
0.01,9.0,10000.0,0.0009268838794986
0.01,10.0,10000.0,0.0002778977135597
0.0125,1.0,10000.0,102.31378550062313
0.0125,2.0,10000.0,7.1380446771007895
0.0125,3.0,10000.0,1.0108509143701074
0.0125,4.0,10000.0,0.1634811180909118
0.0125,5.0,10000.0,0.0283234195245761
0.0125,6.0,10000.0,0.0051406991179787
0.0125,7.0,10000.0,0.0009707910160422
0.0125,8.0,10000.0,0.0001904296016363
0.0125,9.0,10000.0,3.874315637105644e-05
0.0125,10.0,10000.0,8.174247337891774e-06
0.015,1.0,10000.0,147.33185112089728
0.015,2.0,10000.0,5.500900119451374
0.015,3.0,10000.0,0.3866644943664277
0.015,4.0,10000.0,0.0338181275810898
0.015,5.0,10000.0,0.0034172073527975
0.015,6.0,10000.0,0.0003853880851697
0.015,7.0,10000.0,4.785324790610442e-05
0.015,8.0,10000.0,6.492575266655207e-06
0.015,9.0,10000.0,9.555141991893273e-07
0.015,10.0,10000.0,1.5218156877204258e-07
0.0166666666666666,1.0,10000.0,181.89117422332967
0.0166666666666666,2.0,10000.0,8.029580799394498
0.0166666666666666,3.0,10000.0,0.6192469488779794
0.0166666666666666,4.0,10000.0,0.0517068532623215
0.0166666666666666,5.0,10000.0,0.0046999753026738
0.0166666666666666,6.0,10000.0,0.0004575967070197
0.0166666666666666,7.0,10000.0,4.768128634112467e-05
0.0166666666666666,8.0,10000.0,5.379866982324509e-06
0.0166666666666666,9.0,10000.0,6.712766240799387e-07
0.0166666666666666,10.0,10000.0,9.313337934318905e-08
0.0175,1.0,10000.0,200.53501958122135
0.0175,2.0,10000.0,11.251849681771253
0.0175,3.0,10000.0,1.2724939760265368
0.0175,4.0,10000.0,0.1607822545406911
0.0175,5.0,10000.0,0.0216707425737172
0.0175,6.0,10000.0,0.0030449680623831
0.0175,7.0,10000.0,0.0004465777262211
0.0175,8.0,10000.0,6.87433541911859e-05
0.0175,9.0,10000.0,1.1343782987109353e-05
0.0175,10.0,10000.0,2.0276317044892925e-06
0.02,1.0,10000.0,261.9232908815953
0.02,2.0,10000.0,33.056422209498166
0.02,3.0,10000.0,9.114754631859746
0.02,4.0,10000.0,2.738645466756883
0.02,5.0,10000.0,0.852111681183616
0.02,6.0,10000.0,0.2710989144707917
0.02,7.0,10000.0,0.0879855525804387
0.02,8.0,10000.0,0.0292021163396093
0.02,9.0,10000.0,0.0099647915424022
0.02,10.0,10000.0,0.0035160402107374
