sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
0.17765279645467347,306.34525839518756,23.0,19306.0,6151.0,873601.0,2.0,75.0,38370.0,98730.0,44.412694454193115,30.0,15.0,0.1,5.0,0.01339414342525551
0.18318382165853198,307.9992897771299,23.0,19306.0,6151.0,873601.0,2.0,75.0,38370.0,99182.0,45.15056800842285,30.0,15.0,0.1,5.0,0.01659361989032583
0.18293215332150137,289.97785921394825,23.0,19306.0,6151.0,873601.0,2.0,75.0,38370.0,99729.0,44.53198170661926,30.0,15.0,0.1,5.0,0.02055735946095892
0.22074508066348209,269.24446795973927,23.0,19306.0,6151.0,873601.0,2.0,75.0,38370.0,99760.0,45.890198945999146,30.0,15.0,0.1,5.0,0.02546792265944685
0.24001463127822298,273.3509575682692,23.0,19306.0,6151.0,873601.0,2.0,75.0,38370.0,99760.0,44.45515727996826,30.0,15.0,0.1,5.0,0.025900649915117663
0.2656673708994486,289.8032753006555,23.0,19306.0,6151.0,873601.0,2.0,75.0,38370.0,99760.0,46.04801869392395,30.0,15.0,0.1,5.0,0.02634072966986367
0.3025309844349042,311.5258077662438,23.0,19306.0,6151.0,873601.0,2.0,75.0,38370.0,99760.0,46.21160960197449,30.0,15.0,0.1,5.0,0.026788286850511024
