sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,b_r,b_c,K,t
0.08294222909285232,440.47882759501226,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,194.7236773967743,60.0,40.0,1.0,20.0,7.0,0.010000000000000012
0.05310812407310195,422.52963863895275,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,192.14698696136475,60.0,40.0,1.0,20.0,7.0,0.012500000000000016
0.05764435592606709,433.58720035199076,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,192.1480314731598,60.0,40.0,1.0,20.0,7.0,0.015000000000000019
0.14561796121692794,484.6232707670424,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,192.24077081680298,60.0,40.0,1.0,20.0,7.0,0.016666666666666673
0.11347776104370055,462.31805368699133,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,191.94751048088074,60.0,40.0,1.0,20.0,7.0,0.017500000000000022
0.28708370685827767,574.6685467760544,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,194.16775178909302,60.0,40.0,1.0,20.0,7.0,0.020000000000000025
0.07131464350867311,505.33093609986827,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,245.3309645652771,60.0,40.0,1.0,20.0,8.0,0.010000000000000012
0.051118347920573015,479.65674471785314,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,243.33938932418823,60.0,40.0,1.0,20.0,8.0,0.012500000000000016
0.220682834292246,474.8760357070714,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,243.13192296028137,60.0,40.0,1.0,20.0,8.0,0.015000000000000019
0.07545244758507685,533.328192057088,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,243.44178366661072,60.0,40.0,1.0,20.0,8.0,0.016666666666666673
0.1019664078105329,596.876076398883,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,243.89366960525513,60.0,40.0,1.0,20.0,8.0,0.017500000000000022
0.3368179558311475,713.5456310028676,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,249.140305519104,60.0,40.0,1.0,20.0,8.0,0.020000000000000025
