t,K,tau
0.010000000000000023,1.0,183.53403092896468
0.012500000000000028,1.0,230.72849122385503
0.015000000000000034,1.0,330.36125476103746
0.016666666666666694,1.0,407.85337821084045
0.01750000000000004,1.0,449.65837436259574
0.020000000000000046,1.0,587.3088978422813
0.010000000000000023,2.0,29.00288831138785
0.012500000000000028,2.0,29.365417747990445
0.015000000000000034,2.0,82.58960157609356
0.016666666666666694,2.0,181.2551810964768
0.01750000000000004,2.0,252.92852948560028
0.020000000000000046,2.0,587.3031935797019
0.010000000000000023,3.0,10.10151771913356
0.012500000000000028,3.0,8.687366653078227
0.015000000000000034,3.0,20.64715424914139
0.016666666666666694,3.0,80.56195224962232
0.01750000000000004,3.0,142.26999852942035
0.020000000000000046,3.0,587.264884278107
0.010000000000000023,4.0,4.4168605096434765
0.012500000000000028,4.0,3.495086334985411
0.015000000000000034,4.0,5.161655823560043
0.016666666666666694,4.0,35.805956236873286
0.01750000000000004,4.0,80.02583155158851
0.020000000000000046,4.0,587.2956416569476
0.010000000000000023,5.0,2.179888128409667
0.012500000000000028,5.0,1.5793179399365753
0.015000000000000034,5.0,1.2674354250347863
0.016666666666666694,5.0,15.89487087890359
0.01750000000000004,5.0,45.01645664391214
0.020000000000000046,5.0,586.9597774084234
0.010000000000000023,6.0,1.1583004952604063
0.012500000000000028,6.0,0.7647728879982046
0.015000000000000034,6.0,0.4794533603057217
0.016666666666666694,6.0,7.072706475289546
0.01750000000000004,6.0,25.26147253821912
0.020000000000000046,6.0,587.1959525601519
0.010000000000000023,7.0,0.6462070422860733
0.012500000000000028,7.0,0.38713463682954435
0.015000000000000034,7.0,0.21720738413901008
0.016666666666666694,7.0,3.1431515992179277
0.01750000000000004,7.0,14.239360867136662
0.020000000000000046,7.0,587.259135363427
0.010000000000000023,8.0,0.3729216373707121
0.012500000000000028,8.0,0.20191177644520367
0.015000000000000034,8.0,0.10092409735164622
0.016666666666666694,8.0,1.3918650558174956
0.01750000000000004,8.0,8.00524888041684
0.020000000000000046,8.0,587.1957095939347
0.010000000000000023,9.0,0.22054063152315173
0.012500000000000028,9.0,0.10751282839566198
0.015000000000000034,9.0,0.04768638235913054
0.016666666666666694,9.0,0.5536460482711555
0.01750000000000004,9.0,4.502678457543119
0.020000000000000046,9.0,587.1567245297729
0.010000000000000023,10.0,0.13278381544437198
0.012500000000000028,10.0,0.058093830590312284
0.015000000000000034,10.0,0.022787731348354063
0.016666666666666694,10.0,0.16285228340512561
0.01750000000000004,10.0,2.5342172712880764
0.020000000000000046,10.0,587.160339768535
