sample_num,K,t,resid
1.0,1.0,0.005096823648393354,14.906582849761287
1.0,2.0,0.005096823648393354,5.520885470938709
1.0,3.0,0.005096823648393354,3.073684993138894
1.0,4.0,0.005096823648393354,1.8985406857851765
1.0,5.0,0.005096823648393354,1.2639148004361715
1.0,6.0,0.005096823648393354,0.8758268206406834
1.0,7.0,0.005096823648393354,0.6239566902605628
1.0,8.0,0.005096823648393354,0.45192894598209765
1.0,9.0,0.005096823648393354,0.32319978351140477
1.0,10.0,0.005096823648393354,0.230276224807467
1.0,1.0,0.007161951216103625,29.433479183068815
1.0,2.0,0.007161951216103625,7.319632547731539
1.0,3.0,0.007161951216103625,3.709444566076539
1.0,4.0,0.007161951216103625,2.1327826124138154
1.0,5.0,0.007161951216103625,1.2926942889342312
1.0,6.0,0.007161951216103625,0.81316628680968
1.0,7.0,0.007161951216103625,0.4961892121331993
1.0,8.0,0.007161951216103625,0.30765695266472254
1.0,9.0,0.007161951216103625,0.1935927876687479
1.0,10.0,0.007161951216103625,0.12334039288722826
1.0,1.0,0.010063825778633179,58.11725635255306
1.0,2.0,0.010063825778633179,10.685457525865429
1.0,3.0,0.010063825778633179,4.471397303811369
1.0,4.0,0.010063825778633179,2.070375778265629
1.0,5.0,0.010063825778633179,1.0170874155792944
1.0,6.0,0.010063825778633179,0.5052009989639915
1.0,7.0,0.010063825778633179,0.25814028514412557
1.0,8.0,0.010063825778633179,0.13598257800369937
1.0,9.0,0.010063825778633179,0.07365943928866761
1.0,10.0,0.010063825778633179,0.04101212347685067
1.0,1.0,0.01012852854286824,58.86695836613776
1.0,2.0,0.01012852854286824,10.816521728621973
1.0,3.0,0.01012852854286824,4.495282053561084
1.0,4.0,0.01012852854286824,2.067914445294812
1.0,5.0,0.01012852854286824,1.0104545614826008
1.0,6.0,0.01012852854286824,0.4987673270160117
1.0,7.0,0.01012852854286824,0.25385196843738206
1.0,8.0,0.01012852854286824,0.13326175558290262
1.0,9.0,0.01012852854286824,0.07197168798327108
1.0,10.0,0.01012852854286824,0.03997283774006939
1.0,1.0,0.010193647296786715,59.62633139904522
