sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,b_r,b_c,K,t
51.54441493558225,37.730230369837955,1.0,141.0,10011.0,41.0,2.0,19820.0,1e-07,17.63092017173767,60.0,40.0,1.0,20.0,1.0,0.010000000000000012
80.540590132337,36.48035444691777,1.0,141.0,10011.0,41.0,2.0,19820.0,1e-07,17.46398091316223,60.0,40.0,1.0,20.0,1.0,0.012500000000000016
115.97497977317292,38.05654170108028,1.0,141.0,10011.0,41.0,2.0,19820.0,1e-07,17.42787456512451,60.0,40.0,1.0,20.0,1.0,0.015000000000000019
143.17880900905578,39.415190192870796,1.0,141.0,10011.0,41.0,2.0,19820.0,1e-07,17.42728614807129,60.0,40.0,1.0,20.0,1.0,0.016666666666666673
157.8557127724889,42.51115370099433,1.0,141.0,10011.0,41.0,2.0,19820.0,1e-07,17.906994581222534,60.0,40.0,1.0,20.0,1.0,0.017500000000000022
206.17612238232527,41.533062969800085,1.0,141.0,10011.0,41.0,2.0,19820.0,1e-07,17.697623014450073,60.0,40.0,1.0,20.0,1.0,0.020000000000000025
8.891325499684546,115.78459727810696,2.0,181.0,16471.0,81.0,2.0,32740.0,1e-07,31.091732501983643,60.0,40.0,1.0,20.0,2.0,0.010000000000000012
7.048654648688219,110.64396517700516,2.0,181.0,16471.0,81.0,2.0,32740.0,1e-07,31.2006778717041,60.0,40.0,1.0,20.0,2.0,0.012500000000000016
5.843206096733981,111.89962570206262,2.0,181.0,16471.0,81.0,2.0,32740.0,1e-07,30.993042707443237,60.0,40.0,1.0,20.0,2.0,0.015000000000000019
7.45989825749094,108.95065049408004,2.0,181.0,16471.0,81.0,2.0,32740.0,1e-07,30.90799570083618,60.0,40.0,1.0,20.0,2.0,0.016666666666666673
9.659485830505009,111.65006209514104,2.0,181.0,16471.0,81.0,2.0,32740.0,1e-07,31.11785864830017,60.0,40.0,1.0,20.0,2.0,0.017500000000000022
25.036744172646273,108.00639144796878,2.0,181.0,16471.0,81.0,2.0,32740.0,1e-07,30.81190848350525,60.0,40.0,1.0,20.0,2.0,0.020000000000000025
2.2409046339470606,184.31052849511616,3.0,221.0,24531.0,121.0,2.0,48860.0,1e-07,51.837337017059326,60.0,40.0,1.0,20.0,3.0,0.010000000000000012
1.362704395524867,200.0450189509429,3.0,221.0,24531.0,121.0,2.0,48860.0,1e-07,51.800204038619995,60.0,40.0,1.0,20.0,3.0,0.012500000000000016
0.8608442463494654,193.10318335006014,3.0,221.0,24531.0,121.0,2.0,48860.0,1e-07,51.25718593597412,60.0,40.0,1.0,20.0,3.0,0.015000000000000019
0.9618566820915149,215.5134492199868,3.0,221.0,24531.0,121.0,2.0,48860.0,1e-07,51.19436073303223,60.0,40.0,1.0,20.0,3.0,0.016666666666666673
1.4135757634769117,207.6612733618822,3.0,221.0,24531.0,121.0,2.0,48860.0,1e-07,51.16043305397034,60.0,40.0,1.0,20.0,3.0,0.017500000000000022
7.417037752079041,199.0360054881312,3.0,221.0,24531.0,121.0,2.0,48860.0,1e-07,50.87577152252197,60.0,40.0,1.0,20.0,3.0,0.020000000000000025
0.6978032482771326,263.864291732898,4.0,261.0,34191.0,161.0,2.0,68180.0,1e-07,74.8280279636383,60.0,40.0,1.0,20.0,4.0,0.010000000000000012
0.36504078467769574,273.39865231490694,4.0,261.0,34191.0,161.0,2.0,68180.0,1e-07,74.67771434783936,60.0,40.0,1.0,20.0,4.0,0.012500000000000016
0.21391633057664627,262.8406966421753,4.0,261.0,34191.0,161.0,2.0,68180.0,1e-07,75.16691637039185,60.0,40.0,1.0,20.0,4.0,0.015000000000000019
0.20129075031753274,296.0020079431124,4.0,261.0,34191.0,161.0,2.0,68180.0,1e-07,75.45108389854431,60.0,40.0,1.0,20.0,4.0,0.016666666666666673
0.2968433635410168,256.7060564190615,4.0,261.0,34191.0,161.0,2.0,68180.0,1e-07,74.21686339378357,60.0,40.0,1.0,20.0,4.0,0.017500000000000022
2.772511454942851,314.3607832218986,4.0,261.0,34191.0,161.0,2.0,68180.0,1e-07,74.46006226539612,60.0,40.0,1.0,20.0,4.0,0.020000000000000025
0.282921225053844,297.75760645302944,5.0,301.0,45451.0,201.0,2.0,90700.0,1e-07,104.39695501327515,60.0,40.0,1.0,20.0,5.0,0.010000000000000012
0.11126198530153353,298.09547062101774,5.0,301.0,45451.0,201.0,2.0,90700.0,1e-07,103.01395297050476,60.0,40.0,1.0,20.0,5.0,0.012500000000000016
0.05616386118545691,294.80203154706396,5.0,301.0,45451.0,201.0,2.0,90700.0,1e-07,104.1380763053894,60.0,40.0,1.0,20.0,5.0,0.015000000000000019
0.15067513691290202,293.19358361698687,5.0,301.0,45451.0,201.0,2.0,90700.0,1e-07,104.22901439666748,60.0,40.0,1.0,20.0,5.0,0.016666666666666673
0.0890501457124131,407.20435708994046,5.0,301.0,45451.0,201.0,2.0,90700.0,1e-07,103.49309802055359,60.0,40.0,1.0,20.0,5.0,0.017500000000000022
1.1259077234381607,405.78038337104954,5.0,301.0,45451.0,201.0,2.0,90700.0,1e-07,103.52700638771057,60.0,40.0,1.0,20.0,5.0,0.020000000000000025
0.136630518522999,357.69373247306794,6.0,341.0,58311.0,241.0,2.0,116420.0,1e-07,138.0507674217224,60.0,40.0,1.0,20.0,6.0,0.010000000000000012
0.04746962587925019,428.1198591699358,6.0,341.0,58311.0,241.0,2.0,116420.0,1e-07,138.6594898700714,60.0,40.0,1.0,20.0,6.0,0.012500000000000016
0.038682893953394526,378.0520685429219,6.0,341.0,58311.0,241.0,2.0,116420.0,1e-07,138.63005590438843,60.0,40.0,1.0,20.0,6.0,0.015000000000000019
0.04698881575957081,382.7605467000976,6.0,341.0,58311.0,241.0,2.0,116420.0,1e-07,139.4986491203308,60.0,40.0,1.0,20.0,6.0,0.016666666666666673
0.08982929796383843,419.5802196629811,6.0,341.0,58311.0,241.0,2.0,116420.0,1e-07,138.28266954421997,60.0,40.0,1.0,20.0,6.0,0.017500000000000022
0.6218735571811784,489.19320024806075,6.0,341.0,58311.0,241.0,2.0,116420.0,1e-07,139.82892274856567,60.0,40.0,1.0,20.0,6.0,0.020000000000000025
0.08294222909285232,440.47882759501226,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,194.7236773967743,60.0,40.0,1.0,20.0,7.0,0.010000000000000012
0.05310812407310195,422.52963863895275,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,192.14698696136475,60.0,40.0,1.0,20.0,7.0,0.012500000000000016
0.05764435592606709,433.58720035199076,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,192.1480314731598,60.0,40.0,1.0,20.0,7.0,0.015000000000000019
0.14561796121692794,484.6232707670424,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,192.24077081680298,60.0,40.0,1.0,20.0,7.0,0.016666666666666673
0.11347776104370055,462.31805368699133,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,191.94751048088074,60.0,40.0,1.0,20.0,7.0,0.017500000000000022
0.28708370685827767,574.6685467760544,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,194.16775178909302,60.0,40.0,1.0,20.0,7.0,0.020000000000000025
0.07131464350867311,505.33093609986827,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,245.3309645652771,60.0,40.0,1.0,20.0,8.0,0.010000000000000012
0.051118347920573015,479.65674471785314,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,243.33938932418823,60.0,40.0,1.0,20.0,8.0,0.012500000000000016
