t,K,tau
0.010000000000000012,1.0,120.57308747076277
0.012500000000000016,1.0,105.97244001705393
0.015000000000000019,1.0,92.31376305342658
0.016666666666666673,1.0,83.73130883103192
0.017500000000000022,1.0,105.97243914542148
0.020000000000000025,1.0,188.3954507874763
0.010000000000000012,2.0,77.16676140193233
0.012500000000000016,2.0,59.60949367406479
0.015000000000000019,2.0,45.23374606428903
0.016666666666666673,2.0,37.2139140339845
0.017500000000000022,2.0,59.60949759910813
0.020000000000000025,2.0,188.39544559378763
0.010000000000000012,3.0,49.3867364345425
0.012500000000000016,3.0,33.530337429056104
0.015000000000000019,3.0,22.164531324053016
0.016666666666666673,3.0,16.53951601970347
0.017500000000000022,3.0,33.53034245060266
0.020000000000000025,3.0,188.39545015896775
0.010000000000000012,4.0,31.60748053540196
0.012500000000000016,4.0,18.860817067400923
0.015000000000000019,4.0,10.860621359080453
0.016666666666666673,4.0,7.350896010636287
0.017500000000000022,4.0,18.860810328005403
0.020000000000000025,4.0,188.3954276449667
0.010000000000000012,5.0,20.228805245356266
0.012500000000000016,5.0,10.609203326909189
0.015000000000000019,5.0,5.321704332602087
0.016666666666666673,5.0,3.267064825828636
0.017500000000000022,5.0,10.609209987454472
0.020000000000000025,5.0,188.3954501557296
0.010000000000000012,6.0,12.946436611326938
0.012500000000000016,6.0,5.967676177485534
0.015000000000000019,6.0,2.607635492940421
0.016666666666666673,6.0,1.452028537007694
0.017500000000000022,6.0,5.9676802425180675
0.020000000000000025,6.0,188.39544893121428
0.010000000000000012,7.0,8.285716688469929
0.012500000000000016,7.0,3.356817974542526
0.015000000000000019,7.0,1.277738802785336
0.016666666666666673,7.0,0.6453459443003022
0.017500000000000022,7.0,3.3568203133326855
0.020000000000000025,7.0,188.39541057481227
0.010000000000000012,8.0,5.302860515955753
0.012500000000000016,8.0,1.8882107755682973
0.015000000000000019,8.0,0.6260932909440395
0.016666666666666673,8.0,0.28681981861725575
0.017500000000000022,8.0,1.8882114417084441
0.020000000000000025,8.0,188.39541542681937
0.010000000000000012,9.0,3.393829240333669
0.012500000000000016,9.0,1.062118655840093
0.015000000000000019,9.0,0.3067855288938839
0.016666666666666673,9.0,0.12747550088585677
0.017500000000000022,9.0,1.0621188376652466
0.020000000000000025,9.0,188.39520327428025
0.010000000000000012,10.0,2.172051537585126
0.012500000000000016,10.0,0.5974418706355382
0.015000000000000019,10.0,0.15032448035279417
0.016666666666666673,10.0,0.05665483140159273
0.017500000000000022,10.0,0.5974418911517924
0.020000000000000025,10.0,188.39518151962224
