sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,sdp_canontime,orig_m,orig_n,b_r,K,t
3.8625569110024807,43.97901874399395,1.0,141.0,10011.0,41.0,2.0,19820.0,19.186642169952393,60.0,40.0,1.0,1.0,0.005096823648393349
7.6274335294521585,43.38502901600441,1.0,141.0,10011.0,41.0,2.0,19820.0,17.062156677246094,60.0,40.0,1.0,1.0,0.007161951216103618
15.064553310534125,44.36904434399912,1.0,141.0,10011.0,41.0,2.0,19820.0,17.134437561035156,60.0,40.0,1.0,1.0,0.01006382577863316
15.26073577964145,44.06252484998549,1.0,141.0,10011.0,41.0,2.0,19820.0,17.154675006866455,60.0,40.0,1.0,1.0,0.010128528542868219
15.45106173402029,44.241788059007376,1.0,141.0,10011.0,41.0,2.0,19820.0,17.078586101531982,60.0,40.0,1.0,1.0,0.010193647296786694
1.4445734669836692,180.59815330401761,2.0,181.0,16471.0,81.0,2.0,32740.0,30.06622552871704,60.0,40.0,1.0,2.0,0.005096823648393349
1.947623677337484,184.03043966100086,2.0,181.0,16471.0,81.0,2.0,32740.0,29.818970918655396,60.0,40.0,1.0,2.0,0.007161951216103618
2.8360484549729854,176.91778796401923,2.0,181.0,16471.0,81.0,2.0,32740.0,30.20216941833496,60.0,40.0,1.0,2.0,0.01006382577863316
2.87269742907573,180.5040743710124,2.0,181.0,16471.0,81.0,2.0,32740.0,30.25943922996521,60.0,40.0,1.0,2.0,0.010128528542868219
2.9114347759509487,180.1725426960038,2.0,181.0,16471.0,81.0,2.0,32740.0,29.961495876312256,60.0,40.0,1.0,2.0,0.010193647296786694
0.7872949051394289,214.88802331700572,3.0,221.0,24531.0,121.0,2.0,48860.0,50.70815706253052,60.0,40.0,1.0,3.0,0.005096823648393349
0.9664058115656888,220.36605143299676,3.0,221.0,24531.0,121.0,2.0,48860.0,50.73670196533203,60.0,40.0,1.0,3.0,0.007161951216103618
1.1816467065155727,222.51914769099676,3.0,221.0,24531.0,121.0,2.0,48860.0,50.502384185791016,60.0,40.0,1.0,3.0,0.01006382577863316
1.186811001654986,220.82772483699955,3.0,221.0,24531.0,121.0,2.0,48860.0,50.59967541694641,60.0,40.0,1.0,3.0,0.010128528542868219
1.1853119095486795,215.36551752800005,3.0,221.0,24531.0,121.0,2.0,48860.0,54.17131853103638,60.0,40.0,1.0,3.0,0.010193647296786694
0.4870929040756413,326.60967307002284,4.0,261.0,34191.0,161.0,2.0,68180.0,80.21957564353943,60.0,40.0,1.0,4.0,0.005096823648393349
0.5503718889359346,313.0205012820079,4.0,261.0,34191.0,161.0,2.0,68180.0,80.84089398384094,60.0,40.0,1.0,4.0,0.007161951216103618
