sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,b_r,b_c,K,t
0.05845802074148665,447.53786196396686,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,211.17022275924683,60.0,40.0,0.5,20.0,7.0,0.010000000000000012
0.04208491489916,521.4152158549987,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,211.08648300170898,60.0,40.0,0.5,20.0,7.0,0.012500000000000016
0.0679510637067402,508.1921802328434,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,212.24196791648865,60.0,40.0,0.5,20.0,7.0,0.015000000000000019
0.03680955288730381,519.7972150419373,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,205.25832629203796,60.0,40.0,0.5,20.0,7.0,0.016666666666666673
0.053056682054185345,513.4865256240591,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,215.2593810558319,60.0,40.0,0.5,20.0,7.0,0.017500000000000022
0.27497563720990925,512.9329562298954,7.0,381.0,72771.0,281.0,2.0,145340.0,1e-07,210.6397225856781,60.0,40.0,0.5,20.0,7.0,0.020000000000000025
0.02976601831246306,567.1072582399938,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,265.66994285583496,60.0,40.0,0.5,20.0,8.0,0.010000000000000012
0.044583020205042345,611.7818388729356,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,265.46622037887573,60.0,40.0,0.5,20.0,8.0,0.012500000000000016
0.07503121732361251,666.5613846380729,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,258.92645478248596,60.0,40.0,0.5,20.0,8.0,0.015000000000000019
0.08678759317912998,592.4505520809907,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,267.7185015678406,60.0,40.0,0.5,20.0,8.0,0.016666666666666673
0.09065236133599441,523.481152866967,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,260.40787959098816,60.0,40.0,0.5,20.0,8.0,0.017500000000000022
0.18296061452215184,637.6779381288216,8.0,421.0,88831.0,321.0,2.0,177460.0,1e-07,266.27084851264954,60.0,40.0,0.5,20.0,8.0,0.020000000000000025
