sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
0.05115263032826611,206.9254080039973,43.0,50086.0,11251.0,1580761.0,2.0,75.0,99810.0,263098.0,144.0163881778717,30.0,15.0,0.1,9.0,0.01339414342525551
0.05105589498255192,276.12447840400273,43.0,50086.0,11251.0,1580761.0,2.0,75.0,99810.0,263790.0,144.30825233459473,30.0,15.0,0.1,9.0,0.01659361989032583
0.0394029771031601,255.51065945599112,43.0,50086.0,11251.0,1580761.0,2.0,75.0,99810.0,264907.0,143.92782592773438,30.0,15.0,0.1,9.0,0.02055735946095892
0.03312508055969943,324.6224906290008,43.0,50086.0,11251.0,1580761.0,2.0,75.0,99810.0,264732.0,143.40670657157898,30.0,15.0,0.1,9.0,0.02546792265944685
0.036723287950483297,370.85514373400656,43.0,50086.0,11251.0,1580761.0,2.0,75.0,99810.0,264732.0,143.63731980323792,30.0,15.0,0.1,9.0,0.025900649915117663
0.04013469798080571,311.3582210549939,43.0,50086.0,11251.0,1580761.0,2.0,75.0,99810.0,264429.0,143.51183557510376,30.0,15.0,0.1,9.0,0.02634072966986367
0.05353871032985502,260.7188812999957,43.0,50086.0,11251.0,1580761.0,2.0,75.0,99810.0,264125.0,143.6518521308899,30.0,15.0,0.1,9.0,0.026788286850511024
0.039460922319744185,244.5400168549968,48.0,60031.0,12526.0,1757551.0,2.0,75.0,119670.0,316490.0,170.02311515808105,30.0,15.0,0.1,10.0,0.01339414342525551
0.03910856515493322,251.5132531739946,48.0,60031.0,12526.0,1757551.0,2.0,75.0,119670.0,317242.0,166.76879906654358,30.0,15.0,0.1,10.0,0.01659361989032583
0.028319060390602502,303.104927458,48.0,60031.0,12526.0,1757551.0,2.0,75.0,119670.0,318504.0,166.46020770072937,30.0,15.0,0.1,10.0,0.02055735946095892
0.022401950462120013,305.35786130299675,48.0,60031.0,12526.0,1757551.0,2.0,75.0,119670.0,317796.0,164.77471566200256,30.0,15.0,0.1,10.0,0.02546792265944685
0.025564474678168025,313.39660510700196,48.0,60031.0,12526.0,1757551.0,2.0,75.0,119670.0,318149.0,164.7249743938446,30.0,15.0,0.1,10.0,0.025900649915117663
0.030589089170554473,323.9382118520007,48.0,60031.0,12526.0,1757551.0,2.0,75.0,119670.0,317846.0,164.4659821987152,30.0,15.0,0.1,10.0,0.02634072966986367
0.03720623423349778,307.6088027280057,48.0,60031.0,12526.0,1757551.0,2.0,75.0,119670.0,317542.0,163.9376699924469,30.0,15.0,0.1,10.0,0.026788286850511024
