sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,num_Au,num_Al,A_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
5.8477207005171135,1.839261,3.0,351.0,126.0,2.0,660.0,5703.0,0.30267786979675293,10.0,5.0,0.1,1.0,0.04481960579634097
29.241928530657066,2.103004791,3.0,351.0,126.0,2.0,660.0,5703.0,0.3032069206237793,10.0,5.0,0.1,1.0,0.08309266098417836
38.58803975658175,2.034439291,3.0,351.0,126.0,2.0,660.0,5703.0,0.3077552318572998,10.0,5.0,0.1,1.0,0.08963921159268191
3.2070615639646145,4.362264416,8.0,666.0,276.0,2.0,1280.0,12302.0,0.6211121082305908,10.0,5.0,0.1,2.0,0.04481960579634097
5.260909320390749,4.602006749999999,8.0,666.0,276.0,2.0,1280.0,12302.0,0.6088459491729736,10.0,5.0,0.1,2.0,0.08309266098417836
5.397221371220635,4.653567208,8.0,666.0,276.0,2.0,1280.0,12302.0,0.6123561859130859,10.0,5.0,0.1,2.0,0.08963921159268191
