sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,b_r,b_c,K,t
0.016704198012089222,509.5641050450504,7.0,381.0,72771.0,281.0,2.0,145060.0,1e-07,196.53603076934814,60.0,40.0,0.5,30.0,7.0,0.010000000000000012
0.013011814094660679,572.6875164518133,7.0,381.0,72771.0,281.0,2.0,145060.0,1e-07,196.43173933029175,60.0,40.0,0.5,30.0,7.0,0.012500000000000016
0.007215823281029543,579.9075098070316,7.0,381.0,72771.0,281.0,2.0,145060.0,1e-07,192.86470246315002,60.0,40.0,0.5,30.0,7.0,0.015000000000000019
0.030559367757383882,533.913171605207,7.0,381.0,72771.0,281.0,2.0,145060.0,1e-07,197.45209193229675,60.0,40.0,0.5,30.0,7.0,0.016666666666666673
0.010033179186965668,531.6884920313023,7.0,381.0,72771.0,281.0,2.0,145060.0,1e-07,197.92726802825928,60.0,40.0,0.5,30.0,7.0,0.017500000000000022
0.1452282365844173,598.5083982842043,7.0,381.0,72771.0,281.0,2.0,145060.0,1e-07,196.82433080673218,60.0,40.0,0.5,30.0,7.0,0.020000000000000025
0.009877269621060947,527.8902573138475,8.0,421.0,88831.0,321.0,2.0,177140.0,1e-07,250.3089156150818,60.0,40.0,0.5,30.0,8.0,0.010000000000000012
0.021723885536328424,510.61386862723157,8.0,421.0,88831.0,321.0,2.0,177140.0,1e-07,250.3339443206787,60.0,40.0,0.5,30.0,8.0,0.012500000000000016
0.037207205217320904,491.5622628531419,8.0,421.0,88831.0,321.0,2.0,177140.0,1e-07,246.69850873947144,60.0,40.0,0.5,30.0,8.0,0.015000000000000019
0.008381271593581374,525.6255172449164,8.0,421.0,88831.0,321.0,2.0,177140.0,1e-07,247.3145706653595,60.0,40.0,0.5,30.0,8.0,0.016666666666666673
0.009631060221089172,523.4186861640774,8.0,421.0,88831.0,321.0,2.0,177140.0,1e-07,247.62032842636108,60.0,40.0,0.5,30.0,8.0,0.017500000000000022
0.06475478225009468,534.2780138058588,8.0,421.0,88831.0,321.0,2.0,177140.0,1e-07,248.83979153633118,60.0,40.0,0.5,30.0,8.0,0.020000000000000025
