sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,b_r,b_c,K,t
0.14417090048605807,575.8908456710633,5.0,301.0,45451.0,201.0,2.0,90500.0,1e-07,145.26352787017822,60.0,40.0,0.5,30.0,5.0,0.010000000000000004
0.03566134028741352,640.6593461760785,5.0,301.0,45451.0,201.0,2.0,90500.0,1e-07,146.3983974456787,60.0,40.0,0.5,30.0,5.0,0.012500000000000006
0.017763574582628117,666.2277739099227,5.0,301.0,45451.0,201.0,2.0,90500.0,1e-07,147.05195260047913,60.0,40.0,0.5,30.0,5.0,0.015000000000000006
0.012707037236276975,638.051164300181,5.0,301.0,45451.0,201.0,2.0,90500.0,1e-07,147.38308596611023,60.0,40.0,0.5,30.0,5.0,0.016666666666666653
0.030797522595779725,619.2078038321342,5.0,301.0,45451.0,201.0,2.0,90500.0,1e-07,146.2517602443695,60.0,40.0,0.5,30.0,5.0,0.01750000000000001
0.8689258578452677,766.7681502599735,5.0,301.0,45451.0,201.0,2.0,90500.0,1e-07,146.7506980895996,60.0,40.0,0.5,30.0,5.0,0.020000000000000007
0.05354168633152767,754.9974421889056,6.0,341.0,58311.0,241.0,2.0,116180.0,1e-07,195.1141722202301,60.0,40.0,0.5,30.0,6.0,0.010000000000000004
0.014176292107929811,763.1491266998928,6.0,341.0,58311.0,241.0,2.0,116180.0,1e-07,194.61794924736023,60.0,40.0,0.5,30.0,6.0,0.012500000000000006
0.007336080927487387,725.4940377830062,6.0,341.0,58311.0,241.0,2.0,116180.0,1e-07,194.21083664894104,60.0,40.0,0.5,30.0,6.0,0.015000000000000006
0.00867477033675712,763.873692690162,6.0,341.0,58311.0,241.0,2.0,116180.0,1e-07,194.5043637752533,60.0,40.0,0.5,30.0,6.0,0.016666666666666653
0.015541207606926122,1182.2570282020606,6.0,341.0,58311.0,241.0,2.0,116180.0,1e-07,194.6289825439453,60.0,40.0,0.5,30.0,6.0,0.01750000000000001
0.2873563620118773,1193.6587807538453,6.0,341.0,58311.0,241.0,2.0,116180.0,1e-07,191.07509922981262,60.0,40.0,0.5,30.0,6.0,0.020000000000000007
