glob_objval,glob_solvetime,orig_m,orig_n,K,t
0.12334684245308125,1.011199951171875,30.0,15.0,6.0,0.013394143425255517
0.12369827699461311,1.0044960975646973,30.0,15.0,6.0,0.016593619890325838
0.11697950485186226,1.0032050609588623,30.0,15.0,6.0,0.020557359460958935
0.12708842971239598,1.0145859718322754,30.0,15.0,6.0,0.025467922659446862
0.1391478277434004,1.0024399757385254,30.0,15.0,6.0,0.025900649915117674
0.15734746400695698,1.0018970966339111,30.0,15.0,6.0,0.026340729669863686
0.1845492820067971,1.0024709701538086,30.0,15.0,6.0,0.026788286850511038
