sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
0.2776590168552264,197.36437639699943,18.0,13861.0,4876.0,696811.0,2.0,75.0,27510.0,70123.0,37.95037508010864,30.0,15.0,0.1,4.0,0.01339414342525551
0.2824692016350543,169.7147450049997,18.0,13861.0,4876.0,696811.0,2.0,75.0,27510.0,70330.0,33.20632982254028,30.0,15.0,0.1,4.0,0.01659361989032583
0.2957552715071232,209.07431054300105,18.0,13861.0,4876.0,696811.0,2.0,75.0,27510.0,70817.0,33.251948833465576,30.0,15.0,0.1,4.0,0.02055735946095892
0.39448882028206267,307.12174677299845,18.0,13861.0,4876.0,696811.0,2.0,75.0,27510.0,70848.0,32.89214110374451,30.0,15.0,0.1,4.0,0.02546792265944685
0.4238745158105237,323.5036020820007,18.0,13861.0,4876.0,696811.0,2.0,75.0,27510.0,70848.0,38.87848782539368,30.0,15.0,0.1,4.0,0.025900649915117663
0.461042812731141,286.24599526699967,18.0,13861.0,4876.0,696811.0,2.0,75.0,27510.0,70848.0,38.93048048019409,30.0,15.0,0.1,4.0,0.02634072966986367
0.5091086572055712,202.76641020500028,18.0,13861.0,4876.0,696811.0,2.0,75.0,27510.0,70848.0,37.47096347808838,30.0,15.0,0.1,4.0,0.026788286850511024
0.12402213902348524,298.282514732,28.0,25651.0,7426.0,1050391.0,2.0,75.0,51030.0,132442.0,66.7532091140747,30.0,15.0,0.1,6.0,0.01339414342525551
0.12464816562261527,405.82114923300105,28.0,25651.0,7426.0,1050391.0,2.0,75.0,51030.0,132954.0,65.41547107696533,30.0,15.0,0.1,6.0,0.01659361989032583
0.11892813759938292,276.86540792899905,28.0,25651.0,7426.0,1050391.0,2.0,75.0,51030.0,133561.0,64.86466908454895,30.0,15.0,0.1,6.0,0.02055735946095892
