sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
5.512581932400712,8.705051758995978,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.806345462799072,30.0,15.0,0.1,1.0,0.01339414342525551
8.468864975564276,8.514516194991302,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.906810522079468,30.0,15.0,0.1,1.0,0.01659361989032583
12.997024619636514,8.077159780004877,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.806901454925537,30.0,15.0,0.1,1.0,0.02055735946095892
19.963628172708123,8.29141998400155,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.805563688278198,30.0,15.0,0.1,1.0,0.02546792265944685
20.643418683804285,8.027679355000146,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.906877517700195,30.0,15.0,0.1,1.0,0.025900649915117663
21.353568472451922,7.957370062998962,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,6.018543004989624,30.0,15.0,0.1,1.0,0.02634072966986367
22.0946861313656,7.988836167991394,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.937079906463623,30.0,15.0,0.1,1.0,0.026788286850511024
1.5060010779234099,33.61327887099469,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27666.0,12.255449056625366,30.0,15.0,0.1,2.0,0.01339414342525551
1.5106760612527927,32.118881561997114,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27666.0,12.14284348487854,30.0,15.0,0.1,2.0,0.01659361989032583
1.3535460191725468,35.370840532996226,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27878.0,12.172645092010498,30.0,15.0,0.1,2.0,0.02055735946095892
1.6078609436980686,35.16115914500551,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27784.0,12.331797361373901,30.0,15.0,0.1,2.0,0.02546792265944685
1.6951064079937876,45.60172175700427,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27784.0,12.218814134597778,30.0,15.0,0.1,2.0,0.025900649915117663
1.7995291056603415,32.23529328900622,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27784.0,12.216187953948975,30.0,15.0,0.1,2.0,0.02634072966986367
1.9264683617670981,29.98955764299899,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27784.0,12.199157476425171,30.0,15.0,0.1,2.0,0.026788286850511024
0.5416346571417987,47.6485049380135,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46406.0,20.79629397392273,30.0,15.0,0.1,3.0,0.01339414342525551
0.5061769698818641,52.99591416399926,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46553.0,20.8473904132843,30.0,15.0,0.1,3.0,0.01659361989032583
0.5293859833099956,63.02790578499844,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46825.0,20.83989119529724,30.0,15.0,0.1,3.0,0.02055735946095892
0.7426205971711868,77.7428243040049,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46856.0,20.765233516693115,30.0,15.0,0.1,3.0,0.02546792265944685
0.7857046403494579,63.05523107701447,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46856.0,21.368228673934937,30.0,15.0,0.1,3.0,0.025900649915117663
0.8359659887903899,68.490967093996,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46856.0,21.22577428817749,30.0,15.0,0.1,3.0,0.02634072966986367
0.8999284587572172,83.31205227600003,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46856.0,21.951561450958252,30.0,15.0,0.1,3.0,0.026788286850511024
0.27761714729133224,85.6977239150001,18.0,13861.0,4876.0,696811.0,2.0,75.0,27510.0,70123.0,33.18905305862427,30.0,15.0,0.1,4.0,0.01339414342525551
0.28376051441098626,91.72920939199685,18.0,13861.0,4876.0,696811.0,2.0,75.0,27510.0,70330.0,33.36627650260925,30.0,15.0,0.1,4.0,0.01659361989032583
0.2963784109242118,103.80196478799917,18.0,13861.0,4876.0,696811.0,2.0,75.0,27510.0,70817.0,33.31226944923401,30.0,15.0,0.1,4.0,0.02055735946095892
