glob_objval,glob_solvetime,orig_m,orig_n,K,t
0.12457028077832888,3600.120857000351,30.0,15.0,6.0,0.01339414342525551
0.12511076546979005,3600.057682991028,30.0,15.0,6.0,0.01659361989032583
0.11846371473767192,3600.1417009830475,30.0,15.0,6.0,0.02055735946095892
0.12883749244821452,3600.1257088184357,30.0,15.0,6.0,0.02546792265944685
0.14117114250041674,3600.1403980255127,30.0,15.0,6.0,0.025900649915117663
0.16030330521037506,3600.0820388793945,30.0,15.0,6.0,0.02634072966986367
0.18910958611334827,3600.1050231456757,30.0,15.0,6.0,0.026788286850511024
