sdp_objval,sdp_solvetime,num_cones,x_dim,Aeq_nnz,Au_nnz,Al_nnz,sdp_canontime
25.159293100507234,69.66381096839905,3.0,8001.0,1118526.0,125.0,38380.0,8.919474124908447
