t,K,tau
0.013394143425255524,1.0,66.93634407639367
0.016593619890325845,1.0,81.68126365477296
0.020557359460958945,1.0,120.30096953140664
0.025467922659446873,1.0,184.6381778848427
0.025900649915117688,1.0,190.9658858163288
0.0263407296698637,1.0,197.51044647817446
0.026788286850511052,1.0,204.279294442193
0.013394143425255524,2.0,14.050742975502724
0.016593619890325845,2.0,15.27936304747319
0.020557359460958945,2.0,34.420953524248105
0.025467922659446873,2.0,150.02998505512332
0.025900649915117688,2.0,166.4937386463456
0.0263407296698637,2.0,184.53158700241926
0.026788286850511052,2.0,204.27928032242085
0.013394143425255524,3.0,5.6438720592805
0.016593619890325845,3.0,5.759197022098496
0.020557359460958945,3.0,9.84105157503049
0.025467922659446873,3.0,121.90868569213934
0.025900649915117688,3.0,145.1576922260521
0.0263407296698637,3.0,172.40559743614276
0.026788286850511052,3.0,204.27929406686562
0.013394143425255524,4.0,2.9303868411330978
0.016593619890325845,4.0,2.9044602205949146
0.020557359460958945,4.0,3.0464844020902406
0.025467922659446873,4.0,99.05838047092573
0.025900649915117688,4.0,126.55584073739087
0.0263407296698637,4.0,161.07643624561416
0.026788286850511052,4.0,204.2792928053852
0.013394143425255524,5.0,1.7465860479594792
0.016593619890325845,5.0,1.6919853293364762
0.020557359460958945,5.0,1.6320773364005268
0.025467922659446873,5.0,80.49108663740134
0.025900649915117688,5.0,110.3378026202168
0.0263407296698637,5.0,150.49169673344068
0.026788286850511052,5.0,204.27919433130296
0.013394143425255524,6.0,1.134622190877662
0.016593619890325845,6.0,1.0773297888555862
0.020557359460958945,6.0,1.0110092121024354
0.025467922659446873,6.0,65.40400790936945
0.025900649915117688,6.0,96.1980932536862
0.0263407296698637,6.0,140.60258223956134
0.026788286850511052,6.0,204.27912152120643
0.013394143425255524,7.0,0.7817196367841491
0.016593619890325845,7.0,0.7285537566826161
0.020557359460958945,7.0,0.6667917068772283
0.025467922659446873,7.0,53.144818545783906
0.025900649915117688,7.0,83.87037875151191
0.0263407296698637,7.0,131.3632537662193
0.026788286850511052,7.0,204.2792944305895
0.013394143425255524,8.0,0.5620522484306557
0.016593619890325845,8.0,0.5145592507965829
0.020557359460958945,8.0,0.4598763162434308
0.025467922659446873,8.0,43.183462079000584
0.025900649915117688,8.0,73.12242462646961
0.0263407296698637,8.0,122.73109280135974
0.026788286850511052,8.0,204.27927682473427
0.013394143425255524,9.0,0.4173856923703726
0.016593619890325845,9.0,0.37551217395126973
0.020557359460958945,9.0,0.32794250914994655
0.025467922659446873,9.0,35.08924967981741
0.025900649915117688,9.0,63.75185811209745
0.0263407296698637,9.0,114.66615477545864
0.026788286850511052,9.0,204.27929033295538
0.013394143425255524,10.0,0.31789526507220367
0.016593619890325845,10.0,0.2811172195010792
0.020557359460958945,10.0,0.23998132440565073
0.025467922659446873,10.0,28.512183245549764
0.025900649915117688,10.0,55.582105660982634
0.0263407296698637,10.0,107.13117629820798
0.026788286850511052,10.0,204.27928641128204
