sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,num_Au,num_Al,A_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
,,3.0,351.0,126.0,2.0,660.0,5703.0,0.30921506881713867,10.0,5.0,0.1,1.0,0.04481960579634097
,,3.0,351.0,126.0,2.0,660.0,5703.0,0.3036339282989502,10.0,5.0,0.1,1.0,0.08309266098417836
,,3.0,351.0,126.0,2.0,660.0,5703.0,0.31035494804382324,10.0,5.0,0.1,1.0,0.08963921159268191
,,8.0,666.0,276.0,2.0,1280.0,12302.0,0.6214148998260498,10.0,5.0,0.1,2.0,0.04481960579634097
,,8.0,666.0,276.0,2.0,1280.0,12302.0,0.6267828941345215,10.0,5.0,0.1,2.0,0.08309266098417836
,,8.0,666.0,276.0,2.0,1280.0,12302.0,0.615149736404419,10.0,5.0,0.1,2.0,0.08963921159268191
