sdp_objval,sdp_solvetime,num_cones,x_dim,Aeq_nnz,Au_nnz,Al_nnz,sdp_canontime
0.04498944932632298,0.45284295082092285,48.0,2415.0,6250.0,13.0,12332.0,2.1393561363220215
