sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,num_Au,num_Al,A_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
,,3.0,351.0,126.0,2.0,660.0,5703.0,0.30919694900512695,10.0,5.0,0.1,1.0,0.04481960579634097
,,3.0,351.0,126.0,2.0,660.0,5703.0,0.30594873428344727,10.0,5.0,0.1,1.0,0.08309266098417836
