sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
5.512048410521953,15.301756120999926,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.738943338394165,30.0,15.0,0.1,1.0,0.01339414342525551
8.458410337785889,13.94376947300043,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.838222026824951,30.0,15.0,0.1,1.0,0.01659361989032583
12.990237893148473,19.731883443997503,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.7320170402526855,30.0,15.0,0.1,1.0,0.02055735946095892
19.952924833020617,17.18277522000062,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.789865016937256,30.0,15.0,0.1,1.0,0.02546792265944685
20.640217464040862,14.829504066998197,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.9538819789886475,30.0,15.0,0.1,1.0,0.025900649915117663
21.360346646173863,13.906791132001672,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.7626965045928955,30.0,15.0,0.1,1.0,0.02634072966986367
22.09896547151396,13.917424487000972,3.0,2926.0,1051.0,166441.0,2.0,75.0,5730.0,13878.0,5.940229415893555,30.0,15.0,0.1,1.0,0.026788286850511024
1.5051857634478272,60.81975473900093,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27666.0,12.202907085418701,30.0,15.0,0.1,2.0,0.01339414342525551
1.5106787659113539,59.074373915998876,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27666.0,12.180500507354736,30.0,15.0,0.1,2.0,0.01659361989032583
1.352384848378526,54.25527487900035,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27878.0,12.183495283126831,30.0,15.0,0.1,2.0,0.02055735946095892
1.6073579003118692,59.686218261998874,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27784.0,12.332489252090454,30.0,15.0,0.1,2.0,0.02546792265944685
1.694797229746993,61.63124583999888,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27784.0,12.304570198059082,30.0,15.0,0.1,2.0,0.025900649915117663
1.7994570218922146,77.38502337099999,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27784.0,12.202639102935791,30.0,15.0,0.1,2.0,0.02634072966986367
1.9241504324947558,76.81879449500047,8.0,5671.0,2326.0,343231.0,2.0,75.0,11190.0,27784.0,12.224852323532104,30.0,15.0,0.1,2.0,0.026788286850511024
0.5416270122721318,90.62298501300029,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46406.0,20.59362554550171,30.0,15.0,0.1,3.0,0.01339414342525551
0.5058874166366247,90.62302580799951,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46553.0,20.634788274765015,30.0,15.0,0.1,3.0,0.01659361989032583
0.5304307892280464,117.26463113000136,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46825.0,20.621623992919922,30.0,15.0,0.1,3.0,0.02055735946095892
0.7439548100483337,130.96923931499987,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46856.0,20.62688159942627,30.0,15.0,0.1,3.0,0.02546792265944685
0.7859110117653136,138.80090627099707,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46856.0,20.70633101463318,30.0,15.0,0.1,3.0,0.025900649915117663
0.8380596572724119,121.39778825599933,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46856.0,20.527307748794556,30.0,15.0,0.1,3.0,0.02634072966986367
0.9001679475565139,171.06960553300087,13.0,9316.0,3601.0,520021.0,2.0,75.0,18450.0,46856.0,20.677325010299683,30.0,15.0,0.1,3.0,0.026788286850511024
